Compound;DrugClass;InChIKey;InChIKeyShort;SMILES
Nalmefene;Opioids;WJBLNOPPDWQMCH-MBPVOVBZSA-N;WJBLNOPPDWQMCH;C1(CC1)CN1[C@H]2[C@@]3(CCC([C@H]4[C@@]3(C=3C(=C(C=CC3C2)O)O4)CC1)=C)O
Nalorphine;Opioids;UIQMVEYFGZJHCZ-SSTWWWIQSA-N;UIQMVEYFGZJHCZ;C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
Naloxegol;Opioids;DCXVTXCCVOIKNA-LUPYSDCLSA-N;DCXVTXCCVOIKNA;OC1=CC=C2C[C@@H](N(CC=C)CC3)[C@]4(O)CCC(OCCOCCOCCOCCOCCOCCOCCO)[C@@]5([H])[C@]43C2=C1O5
Naloxone;Opioids;UZHSEJADLWPNLE-GRGSLBFTSA-N;UZHSEJADLWPNLE;O=C1[C@@H]2OC3=C(O)C=CC4=C3[C@@]2([C@]5(CC1)O)CCN(CC=C)[C@@H]5C4
Naltrexone;Opioids;DQCKKXVULJGBQN-XFWGSAIBSA-N;DQCKKXVULJGBQN;[H][C@@]12OC3=C(O)C=CC4=C3[C@]11CCN(CC3CC3)[C@]([H])(C4)[C@@]1(O)CCC2=O
Naphyrone;Cathinones;DTNUPBSOODGRKW-UHFFFAOYSA-N;DTNUPBSOODGRKW;CCCC(N1CCCC1)C(C2=CC=C3C=CC=CC3=C2)=O
N-Benzoxazolyl-fentanyl;Opioids;CMDZLJWVALAUMR-UHFFFAOYSA-N;CMDZLJWVALAUMR;O1C=NC2=C1C=C(C=C2)N(C(CC)=O)C2CCN(CC2)CCC2=CC=CC=C2
N-benzyl-1- phenethylamine;Unknown;ZYZHMSJNPCYUTB-UHFFFAOYSA-N;ZYZHMSJNPCYUTB;CC(C1=CC=CC=C1)NCC2=CC=CC=C2
N-benzyl-3,4-DMA;Phenethylamines;LFUSPXMHTMBJNP-UHFFFAOYSA-N;LFUSPXMHTMBJNP;CC(NCC1=CC=CC=C1)CC2=CC=C(OC)C(OC)=C2
N-benzyl-3-F-norfentanyl;Opioids;IYRNFWXZMPQELH-UHFFFAOYSA-N;IYRNFWXZMPQELH;C(C1=CC=CC=C1)N1CCC(CC1)N(C(CC)=O)C1=CC(=CC=C1)F
N-Benzyl-3-methylfentanyl;Opioids;MSAFCEWTMBDBFQ-UHFFFAOYSA-N;MSAFCEWTMBDBFQ;C(C1=CC=CC=C1)N1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C
N-Benzyl-butyrylfentanyl;Opioids;YYXPMGNUMFXSSW-UHFFFAOYSA-N;YYXPMGNUMFXSSW;C(C1=CC=CC=C1)N1CCC(CC1)N(C(CCC)=O)C1=CC=CC=C1
N-Benzyl-p-fluoro-isobutyrylfentanyl;Opioids;SIIBQPOAAFWJLP-UHFFFAOYSA-N;SIIBQPOAAFWJLP;C(C1=CC=CC=C1)N1CCC(CC1)C(C(C(C)C)=O)C1=CC=C(C=C1)F
N-Butylhexedrone;Cathinones;UCYMCSGVJDYDIO-UHFFFAOYSA-N;UCYMCSGVJDYDIO;C(CCC)NC(C(=O)C1=CC=CC=C1)CCCC
N-Butylpentylone;Cathinones;SEIQPCGGBMTHCB-UHFFFAOYSA-N;SEIQPCGGBMTHCB;O1COC2=C1C=CC(=C2)C(C(CCC)NCCCC)=O
N-desethyl Etonitazene;Opioids;RESPFUMJVJRUMB-UHFFFAOYSA-N;RESPFUMJVJRUMB;CCNCCN1C2=CC=C([N+]([O-])=O)C=C2N=C1CC3=CC=C(OCC)C=C3
N-desethyl Isotonitazene;Opioids;HHBRZWRJZICFRP-UHFFFAOYSA-N;HHBRZWRJZICFRP;C(C)NCCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OC(C)C
N-Desethyl-O-desisopropyl-isotonitazene (M3);Opioids;STMAKKNFGWRPCB-UHFFFAOYSA-N;STMAKKNFGWRPCB;C(C)NCCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)O
N-Desmethyl U-47700;Opioids;UOLMIGVJKXDEGR-ZIAGYGMSSA-N;UOLMIGVJKXDEGR;O=C(N(C)[C@H]1[C@H](NC)CCCC1)C2=CC=C(Cl)C(Cl)=C2
NDTDI;Indolalkylamines;JECGWOMOCPQHDH-UHFFFAOYSA-N;JECGWOMOCPQHDH;O=C(N(CC)CC)CCN(C)C(C1)CC2=CC=CC3=C2C1=CN3
NEB-indene-analog;Cathinones;VJXZPPKMTRTYIH-UHFFFAOYSA-N;VJXZPPKMTRTYIH;CCC(NCC)C(C1=CC2=C(CCC2)C=C1)=O
NE-CHMIMO;Cannabinoids;HGJYPIZWMHHQKS-UHFFFAOYSA-N;HGJYPIZWMHHQKS;O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=CC=C4
Nefiracetam;Unknown;NGHTXZCKLWZPGK-UHFFFAOYSA-N;NGHTXZCKLWZPGK;CC1=C(C(=CC=C1)C)NC(CN1C(CCC1)=O)=O
NEiH;Cathinones;GEUKAGVXOIWPHN-UHFFFAOYSA-N;GEUKAGVXOIWPHN;CC(C)CC(NCC)C(C1=CC=CC=C1)=O
N-ethyl Hexylone;Cathinones;YBBDXHZYADMVNJ-UHFFFAOYSA-N;YBBDXHZYADMVNJ;CCCCC(NCC)C(C1=CC=C(OCO2)C2=C1)=O
N-ethyl-2C-B;Phenethylamines;FTXAZQUDSNEXMB-UHFFFAOYSA-N;FTXAZQUDSNEXMB;CCNCCC1=CC(OC)=C(Br)C=C1OC
N-ethyl-3,4-DMA;Phenethylamines;ZRXZDUBEZXLNLM-UHFFFAOYSA-N;ZRXZDUBEZXLNLM;C(C)NC(CC1=CC(=C(C=C1)OC)OC)C
N-Ethylbuphedrone;Cathinones;HEPVRDHGUWFXJS-UHFFFAOYSA-N;HEPVRDHGUWFXJS;C(C)NC(C(=O)C1=CC=CC=C1)CC
N-ethylheptedrone;Cathinones;KCDBNUUMBCYCQC-UHFFFAOYSA-N;KCDBNUUMBCYCQC;C(C)NC(C(=O)C1=CC=CC=C1)CCCCC
N-ethylheptylone;Cathinones;ZYFSMTZZSZKLKU-UHFFFAOYSA-N;ZYFSMTZZSZKLKU;O1COC2=C1C=CC(=C2)C(C(CCCCC)NCC)=O
N-Ethylhexedrone;Cathinones;CWNKMHIETKEBCA-UHFFFAOYSA-N;CWNKMHIETKEBCA;CCCCC(NCC)C(C1=CC=CC=C1)=O
N-Ethylnorketamine;Arylcyclohexylamines;ITBBBZIIFJJMDU-UHFFFAOYSA-N;ITBBBZIIFJJMDU;O=C1C(NCC)(C2=CC=CC=C2Cl)CCCC1
N-Ethylpentedrone;Cathinones;QQAHEGDXEXIQPR-UHFFFAOYSA-N;QQAHEGDXEXIQPR;CCCC(NCC)C(C1=CC=CC=C1)=O
N-ethylpentylone;Cathinones;VERDHJIMZYXGIW-UHFFFAOYSA-N;VERDHJIMZYXGIW;O1COC2=C1C=CC(=C2)C(C(CCC)NCC)=O
N-ethylphenmetrazol;Unknown;KUUJFIZDDLCPNF-UHFFFAOYSA-N;KUUJFIZDDLCPNF;OC1(C2=CC=CC=C2)C(C)N(CC)CCO1
N-Ethyltryptamine (NET);Indolalkylamines;TZWUSTVNAVKAPA-UHFFFAOYSA-N;TZWUSTVNAVKAPA;CCNCCC1=CNC2=C1C=CC=C2
N-Ethyl-U-47700;Opioids;MEBBOQYQMHNKCI-UHFFFAOYSA-N;MEBBOQYQMHNKCI;ClC=1C=C(C(=O)N(CC)C2C(CCCC2)N(C)C)C=CC1Cl
NFEPP;Opioids;DMCQJJAWMFBPOX-UHFFFAOYSA-N;DMCQJJAWMFBPOX;CCC(N(C1C(F)CN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O
N-hydroxy MDA;Phenethylamines;FNDCTJYFKOQGTL-UHFFFAOYSA-N;FNDCTJYFKOQGTL;ONC(C)CC1=CC=C(OCO2)C2=C1
Nifoxipam;Benzodiazepines;UHFIFTRHLBAWGY-UHFFFAOYSA-N;UHFIFTRHLBAWGY;O=C1C(O)N=C(C2=CC=CC=C2F)C3=CC([N+]([O-])=O)=CC=C3N1
Nimetazepam;Benzodiazepines;GWUSZQUVEVMBPI-UHFFFAOYSA-N;GWUSZQUVEVMBPI;O=C1N(C)C2=CC=C([N+]([O-])=O)C=C2C(C3=CC=CC=C3)=NC1
NiPH;Cathinones;AZXKALLRCOCGBV-UHFFFAOYSA-N;AZXKALLRCOCGBV;C(C)(C)NC(C(=O)C1=CC=CC=C1)CCCC
NiPP;Cathinones;YKMMLFOYDTYAGR-UHFFFAOYSA-N;YKMMLFOYDTYAGR;CCCC(NC(C)C)C(C1=CC=CC=C1)=O
N-isopropyl Hexylone;Cathinones;GWWYRQJPDDPWOJ-UHFFFAOYSA-N;GWWYRQJPDDPWOJ;O1COC2=C1C=CC(=C2)C(C(CCCC)NC(C)C)=O
N-Isopropylbenzylamine;Unknown;LYBKPDDZTNUNNM-UHFFFAOYSA-N;LYBKPDDZTNUNNM;CC(C)NCC1=CC=CC=C1
Nitemazepam;Benzodiazepines;QRWVNMAJJIQCEG-UHFFFAOYSA-N;QRWVNMAJJIQCEG;OC1C(N(C2=C(C(=N1)C1=CC=CC=C1)C=C(C=C2)[N+](=O)[O-])C)=O
Nitizolam;Benzodiazepines;UVEOAIMZJCZMCS-UHFFFAOYSA-N;UVEOAIMZJCZMCS;ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(S3)[N+](=O)[O-])C(=NN2)C
Nitracaine;Unknown;SPTIETJWCCCJSE-UHFFFAOYSA-N;SPTIETJWCCCJSE;O=C(OCC(C)(C)CN(CC)CC)C1=CC=C([N+]([O-])=O)C=C1
Nitrazepam;Benzodiazepines;KJONHKAYOJNZEC-UHFFFAOYSA-N;KJONHKAYOJNZEC;[O-][N+](C1=CC2=C(C=C1)NC(CN=C2C3=CC=CC=C3)=O)=O
Nitrazolam;Benzodiazepines;OYRPNABWTHDOFK-UHFFFAOYSA-N;OYRPNABWTHDOFK;O=[N+](C1=CC=C(N2C(CN=C3C4=CC=CC=C4)=NN=C2C)C3=C1)[O-]
Nitromethaqualone;Unknown;RZHHDMJWDYJXAW-UHFFFAOYSA-N;RZHHDMJWDYJXAW;COC1=C(C=CC(=C1)[N+](=O)[O-])N1C(=NC2=CC=CC=C2C1=O)C
NM-2201;Cannabinoids;PRGFSQYZCKCBQO-UHFFFAOYSA-N;PRGFSQYZCKCBQO;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)OC3=C4C=CC=CC4=CC=C3
N-Me-2C-H;Phenethylamines;PIGIFXLLTQEIPK-UHFFFAOYSA-N;PIGIFXLLTQEIPK;CNCCC1=CC(OC)=CC=C1OC
N-Me-bk-MMDA-2;Cathinones;SONSUHOOEIVPFR-UHFFFAOYSA-N;SONSUHOOEIVPFR;CC(NC)C(C1=C(OC)C=C(OCO2)C2=C1)=O
N-methyl aminorex derivative;Unknown;PINRUEQFGKWBTO-UHFFFAOYSA-N;PINRUEQFGKWBTO;N=C1OC(C2=CC=CC=C2)CN1C
N-methyl Benzedrone;Cathinones;UIOKRZKDMRJWFG-UHFFFAOYSA-N;UIOKRZKDMRJWFG;CC(N(CC1=CC=CC=C1)C)C(C2=CC=C(C)C=C2)=O
N-methyl Carfentanil;Opioids;KKEVIELPQLXPRR-UHFFFAOYSA-N;KKEVIELPQLXPRR;O=C(C1(N(C2=CC=CC=C2)C(CC)=O)CCN(C)CC1)OC
N-methyl Cyclopropyl Norfentanyl;Opioids;QCCRFOCZMVDDGA-UHFFFAOYSA-N;QCCRFOCZMVDDGA;O=C(C1CC1)N(C2CCN(C)CC2)C3=CC=CC=C3
N-methyl Mescaline;Phenethylamines;OTXANOLOOUNVSR-UHFFFAOYSA-N;OTXANOLOOUNVSR;COC=1C=C(C=C(C1OC)OC)CCNC
N-methyl meta-methyl Phenyl fentanyl;Opioids;UEYMYUWEUXEFSB-UHFFFAOYSA-N;UEYMYUWEUXEFSB;O=C(N(C1=CC(C)=CC=C1)C2CCN(C)CC2)C3=CC=CC=C3
N-methyl Norfentanyl;Opioids;PCMUWYHREXSXFM-UHFFFAOYSA-N;PCMUWYHREXSXFM;CCC(N(C1CCN(C)CC1)C2=CC=CC=C2)=O
N-methyl ortho-methyl Phenyl fentanyl;Opioids;VWGMIZQFXRZGKF-UHFFFAOYSA-N;VWGMIZQFXRZGKF;CN1CCC(CC1)N(C(C1=CC=CC=C1)=O)C1=C(C=CC=C1)C
N-Methyl p-methylphenylnorfentanyl;Opioids;LBCNYSDAKXSWOU-UHFFFAOYSA-N;LBCNYSDAKXSWOU;O=C(N(C1CCN(C)CC1)C2=CC=C(C)C=C2)C3=CC=CC=C3
N-methyl U-47931E;Opioids;XQCGUPNNNXRBDG-HUUCEWRRSA-N;XQCGUPNNNXRBDG;BrC1=CC=C(C(=O)N(C)[C@H]2[C@@H](CCCC2)N(C)C)C=C1
N-Methyl-1-phenylethylamine;Unknown;RCSSHZGQHHEHPZ-UHFFFAOYSA-N;RCSSHZGQHHEHPZ;CC(NC)C1=CC=CC=C1
N-methyl-1-phenylpropylamine;Arylalkylamines;YELGXBUYFOSFJM-UHFFFAOYSA-N;YELGXBUYFOSFJM;CCC(NC)C1=CC=CC=C1
N-methyl-2AI;Aminoindanes;SXWZQUCTTOBHJT-UHFFFAOYSA-N;SXWZQUCTTOBHJT;CNC1CC2=C(C=CC=C2)C1
N-methyl-2C-B;Phenethylamines;ZRTYZUYYGULHEW-UHFFFAOYSA-N;ZRTYZUYYGULHEW;CNCCC1=CC(OC)=C(Br)C=C1OC
N-Methyl-acetyl-norfentanyl;Opioids;JRDQNWRUEQCCAW-UHFFFAOYSA-N;JRDQNWRUEQCCAW;CN1CCC(CC1)N(C(C)=O)C1=CC=CC=C1
N-Methyl-butyrylfentanyl;Opioids;GYCOYFSNPYCQOL-UHFFFAOYSA-N;GYCOYFSNPYCQOL;CN1CCC(CC1)N(C(CCC)=O)C1=CC=CC=C1
N-methylcyclazodone;Unknown;FFWGGFGJVZVGOW-UHFFFAOYSA-N;FFWGGFGJVZVGOW;C1(CC1)N(C=1OC(C(N1)=O)C1=CC=CC=C1)C
N-Methyl-hexylone;Cathinones;LNZBSVNIMBHSAG-UHFFFAOYSA-N;LNZBSVNIMBHSAG;CCCCC(C(=O)c1ccc2c(c1)OCO2)NC
N-methyl-N-ethyl Hexylone;Cathinones;BCZCBMGZGZIAOO-UHFFFAOYSA-N;BCZCBMGZGZIAOO;O1COC2=C1C=CC(=C2)C(C(CCCC)N(C)CC)=O
N-methyl-N-propyl Pentylone;Cathinones;QYTUXIGXVXBZEZ-UHFFFAOYSA-N;QYTUXIGXVXBZEZ;O1COC2=C1C=CC(=C2)C(C(CCC)N(CCC)C)=O
N-methyltryptamine;Indolalkylamines;NCIKQJBVUNUXLW-UHFFFAOYSA-N;NCIKQJBVUNUXLW;CNCCC1=CNC2=C1C=CC=C2
NMP;Piperidines & pyrrolidines;SECXISVLQFMRJM-UHFFFAOYSA-N;SECXISVLQFMRJM;O=C1N(C)CCC1
NMPEA;Phenethylamines;SASNBVQSOZSTPD-UHFFFAOYSA-N;SASNBVQSOZSTPD;CNCCC1=CC=CC=C1
NNEI;Cannabinoids;GWCQNKRMTGVYIZ-UHFFFAOYSA-N;GWCQNKRMTGVYIZ;O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3
NNEI 2-indazole isomer;Cannabinoids;CCKAFWQEZXFESA-UHFFFAOYSA-N;CCKAFWQEZXFESA;O=C(C1=C2C=CC=CC2=NN1CCCCC)NC3=C4C=CC=CC4=CC=C3
Noopept;Unknown;PJNSMUBMSNAEEN-AWEZNQCLSA-N;PJNSMUBMSNAEEN;C1(=CC=CC=C1)CC(=O)N1[C@H](CCC1)C(=O)NCC(=O)OCC
Nor-3-methylfentanyl;Opioids;REORAZISQPSCHR-UHFFFAOYSA-N;REORAZISQPSCHR;CCC(N(C1C(C)CNCC1)C2=CC=CC=C2)=O
Norbaeocystin;Indolalkylamines;IKQGYCWFBVEAKF-UHFFFAOYSA-N;IKQGYCWFBVEAKF;P(=O)(O)(O)OC=1C=2C(=CNC2C=CC1)CCN
Norbuprenorphine;Unknown;YOYLLRBMGQRFTN-IOMBULRVSA-N;YOYLLRBMGQRFTN;C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN[C@@H]3Cc6c5c(c(cc6)O)O4)OC)(C(C)(C)C)O
Norcarfentanil;Opioids;HFNFODVRYCEIQL-UHFFFAOYSA-N;HFNFODVRYCEIQL;CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norclobazam;Benzodiazepines;RRTVVRIFVKKTJK-UHFFFAOYSA-N;RRTVVRIFVKKTJK;C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3
Norcodeine;Opioids;HKOIXWVRNLGFOR-KOFBORESSA-N;HKOIXWVRNLGFOR;COC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4)[C@@H](O2)[C@H](C=C5)O)C=C1
Nordazepam;Benzodiazepines;AKPLHCDWDRPJGD-UHFFFAOYSA-N;AKPLHCDWDRPJGD;ClC=1C=CC2=C(C(=NCC(N2)=O)C2=CC=CC=C2)C1
Norephedrine;Phenethylamines;DLNKOYKMWOXYQA-CBAPKCEASA-N;DLNKOYKMWOXYQA;O[C@H]([C@H](N)C)C1=CC=CC=C1
Norfentanyl;Opioids;PMCBDBWCQQBSRJ-UHFFFAOYSA-N;PMCBDBWCQQBSRJ;CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norflunitrazepam;Benzodiazepines;KNGIGRDYBQPXKQ-UHFFFAOYSA-N;KNGIGRDYBQPXKQ;O=C1CN=C(C2=CC=CC=C2F)C3=CC([N+]([O-])=O)=CC=C3N1
Norketamine;Arylcyclohexylamines;BEQZHFIKTBVCAU-UHFFFAOYSA-N;BEQZHFIKTBVCAU;O=C1C(C2=CC=CC=C2Cl)(N)CCCC1
Nor-mephedrone;Cathinones;OHULHWHSUJEYIT-UHFFFAOYSA-N;OHULHWHSUJEYIT;CC(N)C(C1=CC=C(C)C=C1)=O
Normethoxetamine;Arylcyclohexylamines;KKXHKZJSDGFERB-UHFFFAOYSA-N;KKXHKZJSDGFERB;NC1(C(CCCC1)=O)C1=CC(=CC=C1)OC
Noroxycodone;Opioids;RIKMCJUNPCRFMW-ISWURRPUSA-N;RIKMCJUNPCRFMW;COC1=C2C3=C(C[C@@H]4[C@]5([C@]3(CCN4)[C@@H](O2)C(=O)CC5)O)C=C1
Norpropoxyphene;Unknown;IKACRWYHQXOSGM-UHFFFAOYSA-N;IKACRWYHQXOSGM;CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CNC
Norsufentanil;Opioids;ULOZGJWEIWAWML-UHFFFAOYSA-N;ULOZGJWEIWAWML;CCC(N(C1(COC)CCNCC1)C2=CC=CC=C2)=O
Nortetrazepam;Benzodiazepines;FDRMSENAXZDFTN-UHFFFAOYSA-N;FDRMSENAXZDFTN;ClC=1C=CC2=C(C(=NCC(N2)=O)C2=CCCCC2)C1
Nortilidine;Opioids;PDJZPNKVLDWEKI-GOEBONIOSA-N;PDJZPNKVLDWEKI;CCOC(=O)C1(CCC=CC1NC)C2=CC=CC=C2
NPB-22;Cannabinoids;UWICFJAXLKCHTQ-UHFFFAOYSA-N;UWICFJAXLKCHTQ;O=C(C1=NN(CCCCC)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3
NPDPA;Unknown;FBRJTEBLJRHAQX-UHFFFAOYSA-N;FBRJTEBLJRHAQX;CC(NC(C1=CC=CC=C1)CC2=CC=CC=C2)C
N-Piperidinyl Etonitazene;Opioids;UMGXRAISFRUVKD-UHFFFAOYSA-N;UMGXRAISFRUVKD;C(C)OC1=CC=C(C=C1)CC1=NC2=C(N1CCN1CCCCC1)C=CC(=C2)[N+](=O)[O-]
NPNK;Arylcyclohexylamines;ALSYVNZHMWPPNW-UHFFFAOYSA-N;ALSYVNZHMWPPNW;ClC1=C(C=CC=C1)C1(C(CCCC1)=O)NCCC
NPP;Unknown;YDJXNYNKKXZBMP-UHFFFAOYSA-N;YDJXNYNKKXZBMP;O=C1CCN(CCC2=CC=CC=C2)CC1
N-propionyl Norfentanyl;Opioids;YZEFBCDAONSYET-UHFFFAOYSA-N;YZEFBCDAONSYET;O=C(CC)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1
N-propyl Pentedrone;Cathinones;XRDFYYCTRQFMQB-UHFFFAOYSA-N;XRDFYYCTRQFMQB;CCCC(NCCC)C(C1=CC=CC=C1)=O
N-Propylamphetamine;Phenethylamines;VMVXCJCVBKWYTF-UHFFFAOYSA-N;VMVXCJCVBKWYTF;CCCC1=CC=CC=C1CC(C)N
N-Pyrrolidino Etonitazene;Opioids;LQZWZCJCEPUKCJ-UHFFFAOYSA-N;LQZWZCJCEPUKCJ;CCOc1ccc(cc1)Cc1nc2c(n1CCN1CCCC1)ccc(c2)N(=O)=O
N-pyrrolidinyl-3,4-DMA;Phenethylamines;JFBIKRRRXMPOJC-UHFFFAOYSA-N;JFBIKRRRXMPOJC;COC=1C=C(C=CC1OC)CC(C)N1CCCC1
N-Quinolinyl-fentanyl;Opioids;XCBTULMBKCLHAF-UHFFFAOYSA-N;XCBTULMBKCLHAF;C1(=CC=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C=1C=CC=C2C=CC=NC12
NRG-3;Cathinones;DBQUMXBQDKCIAJ-UHFFFAOYSA-N;DBQUMXBQDKCIAJ;CNC(C(=O)C1=CC2=CC=CC=C2C=C1)CCC
NSI-189;Unknown;DYTOQURYRYYNOR-UHFFFAOYSA-N;DYTOQURYRYYNOR;C(C1=CC=CC=C1)N1CCN(CC1)C(=O)C=1C(=NC=CC1)NCCC(C)C
O-AMKD;Opioids;ZXPASXBVYVTLRG-UHFFFAOYSA-N;ZXPASXBVYVTLRG;C(C)(=O)OC1=CC(=CC=C1)C1(CCN(CC1)C)C(C)=O
Ocfentanil;Opioids;NYISTOZKVCMVEL-UHFFFAOYSA-N;NYISTOZKVCMVEL;O=C(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)COC
Octodrine;Unknown;QNIVIMYXGGFTAK-UHFFFAOYSA-N;QNIVIMYXGGFTAK;CC(N)CCCC(C)C
Octyl-CP;Arylcyclohexylamines;DQEKQFHZCALYGA-UHFFFAOYSA-N;DQEKQFHZCALYGA;C(CCCCCCC)C1(CCCCC1)N1CCCCC1
O-Desmethylvenlafaxine;Unknown;KYYIDSXMWOZKMP-UHFFFAOYSA-N;KYYIDSXMWOZKMP;CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
Ohmefentanyl;Opioids;FRPRNNRJTCONEC-UHFFFAOYSA-N;FRPRNNRJTCONEC;CCC(N(C1C(C)CN(CC(O)C2=CC=CC=C2)CC1)C3=CC=CC=C3)=O
o-MDCK;Arylcyclohexylamines;DFZAIVLIQFZJJL-UHFFFAOYSA-N;DFZAIVLIQFZJJL;CNC1(C(CCCC1)=O)C1=C(C=CC=C1)C
o-Methyl-benzoylfentanyl;Opioids;RQTVMBDUXYALMZ-UHFFFAOYSA-N;RQTVMBDUXYALMZ;CC1=C(C=CC=C1)N(C(C1=CC=CC=C1)=O)C1CCN(CC1)CCC1=CC=CC=C1
o-Methyl-cyclopropylfentanyl;Opioids;BFQXWRBDVXLPEX-UHFFFAOYSA-N;BFQXWRBDVXLPEX;CC1=C(C=CC=C1)N(C(=O)C1CC1)C1CCN(CC1)CCC1=CC=CC=C1
o-Methylfentanyl;Opioids;DPAJFOSXYXNYMA-UHFFFAOYSA-N;DPAJFOSXYXNYMA;CC1=C(C=CC=C1)N(C(CC)=O)C1CCN(CC1)CCC1=CC=CC=C1
o-Methyl-methoxyacetylfentanyl;Opioids;JJNJJOPCUJRZRG-UHFFFAOYSA-N;JJNJJOPCUJRZRG;COCC(=O)N(c1ccccc1C)C1CCN(CC1)CCc1ccccc1
ORG 27569;Cannabinoids;AHFZDNYNXFMRFQ-UHFFFAOYSA-N;AHFZDNYNXFMRFQ;O=C(C(N1)=C(CC)C2=C1C=CC(Cl)=C2)NCCC3=CC=C(N4CCCCC4)C=C3
Org 27759;Cannabinoids;MUYUEZAKMLKZSO-UHFFFAOYSA-N;MUYUEZAKMLKZSO;O=C(C(N1)=C(CC)C2=C1C=CC(F)=C2)NCCC3=CC=C(N(C)C)C=C3
ORG 28611;Cannabinoids;ONXJNAIZJKLJGA-UHFFFAOYSA-N;ONXJNAIZJKLJGA;O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3OC)N4CC(C)N(C)CC4
Org 29647;Cannabinoids;MYJJVFCPCDPOSM-QGZVFWFLSA-N;MYJJVFCPCDPOSM;O=C(C(N1)=C(CC)C2=C1C=CC(Cl)=C2)N[C@H]3CN(CC4=CC=CC=C4)CC3
Orphenadrine;Unknown;QVYRGXJJSLMXQH-UHFFFAOYSA-N;QVYRGXJJSLMXQH;CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
Orphenadrine-Nor (Tofenacin. Elamol);Unknown;PNYKGCPSFKLFKA-UHFFFAOYSA-N;PNYKGCPSFKLFKA;CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC
Ortho-fluoroacrylfentanyl;Opioids;ROBNYLIAYXEIFM-UHFFFAOYSA-N;ROBNYLIAYXEIFM;O=C(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)C=C
ortho-Fluorofentanyl;Opioids;BKUWDIVZCJNXRA-UHFFFAOYSA-N;BKUWDIVZCJNXRA;CCC(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O
ortho-Fluorofuranylfentanyl;Opioids;QAURJPLHDYKGHY-UHFFFAOYSA-N;QAURJPLHDYKGHY;FC1=C(C=CC=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1
ortho-Isopropyl Furanylfentanyl;Opioids;AYVSHUVVWFNBHR-UHFFFAOYSA-N;AYVSHUVVWFNBHR;O=C(C1=CC=CO1)N(C2=CC=CC=C2C(C)C)C3CCN(CCC4=CC=CC=C4)CC3
ortho-Methoxy Furanylfentanyl;Opioids;DCDCWVRDPIOMBB-UHFFFAOYSA-N;DCDCWVRDPIOMBB;O=C(C1=CC=CO1)N(C2=CC=CC=C2OC)C3CCN(CCC4=CC=CC=C4)CC3
ortho-Methyl Acrylfentanyl;Opioids;OGVFVSLKWMUIGR-UHFFFAOYSA-N;OGVFVSLKWMUIGR;C=CC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3C)=O
ortho-Methyl Furanylfentanyl;Opioids;BFKNHOZXFOQILA-UHFFFAOYSA-N;BFKNHOZXFOQILA;O=C(C1=CC=CO1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4C
ortho-Methylacetyl Fentanyl;Opioids;GRDWUDZBHWHLSH-UHFFFAOYSA-N;GRDWUDZBHWHLSH;CC(N(C1=CC=CC=C1C)C2CCN(CCC3=CC=CC=C3)CC2)=O
Ostarine;Unknown;JNGVJMBLXIUVRD-UHFFFAOYSA-N;JNGVJMBLXIUVRD;O=C(NC1=CC=C(C#N)C(C(F)(F)F)=C1)C(C)(O)COC2=CC=C(C#N)C=C2
Oxazepam;Benzodiazepines;ADIMAYPTOBDMTL-UHFFFAOYSA-N;ADIMAYPTOBDMTL;ClC=1C=CC2=C(C(=NC(C(N2)=O)O)C2=CC=CC=C2)C1
