Compound,DrugClass,InChIKey,InChIKeyShort,SMILES,Predicted_IE,Low_IE_boundary,High_IE_boundary
Pentedrone,Cathinones,WLIWIUNEJRETFX-UHFFFAOYSA-N,WLIWIUNEJRETFX,O=C(C(CCC)NC)C1=CC=CC=C1,3.529653488409169,3.0356326334534383,3.529653488409169
Pentedrone metabolite (Ephedrine stereochemistry),Cathinones,KJHDJPCRJFLIHX-JHJMLUEUSA-N,KJHDJPCRJFLIHX,CN[C@H](CCC)C(O)C1=CC=CC=C1,3.529653488409169,3.0356326334534383,3.529653488409169
Pentylone,Cathinones,DFMLULIEUUXXSA-UHFFFAOYSA-N,DFMLULIEUUXXSA,CCCC(NC)C(C1=CC=C(OCO2)C2=C1)=O,2.9558961564411415,2.573270328439943,3.3218812783967833
Pethidine,Opioids,XADCESSVHJOZHK-UHFFFAOYSA-N,XADCESSVHJOZHK,CN1CCC(CC1)(C(=O)OCC)C1=CC=CC=C1,3.4541806562810193,2.875369733333338,3.4772057319673237
PF-03550096,Cannabinoids,GGNIFXBIJCNXCT-CQSZACIVSA-N,GGNIFXBIJCNXCT,O=C(N1C2=CC=CC=C2N(CCC(C)(O)C)C1=O)N[C@@H](C(C)(C)C)C(N)=O,3.587615175305741,2.7850277637658,3.768163857394281
pF-4-methylaminorex,Unknown,UYKYWISHPDEDRQ-UHFFFAOYSA-N,UYKYWISHPDEDRQ,FC1=CC=C(C=C1)C1C(N=C(O1)N)C,3.3090049428303936,2.721116961141999,3.3090049428303936
pFBT,Unknown,YXDFSLSXLYAAPF-UHFFFAOYSA-N,YXDFSLSXLYAAPF,FC1=CC=C(C(=O)OC2CC3CCC(C2)N3C)C=C1,3.460688024049173,3.030396549011495,3.460688024049173
pF-BZP,Piperazine derivates,OOSZCNKVJAVHJI-UHFFFAOYSA-N,OOSZCNKVJAVHJI,FC1=CC=C(C=C1)CN1CCNCC1,3.2296814061008066,3.0760933597079037,3.5921545967891686
p-fluoro methoxyacetyl fentanyl,Opioids,KDXSBALZECTNCT-UHFFFAOYSA-N,KDXSBALZECTNCT,FC1=CC=C(C=C1)N(C(COC)=O)C1CCN(CC1)CCC1=CC=CC=C1,3.9686531538566086,3.2767791165328006,3.9686531538566086
p-Fluoro-beta-hydroxy-thiobutyrylfentanyl,Opioids,NNBGCTZCGGFDTK-UHFFFAOYSA-N,NNBGCTZCGGFDTK,FC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CC(C=1SC=CC1)O,4.210391664972416,3.591947896246965,4.235454764991164
p-Fluorococaine,Unknown,JRPRINGETIYVSV-ZQDZILKHSA-N,JRPRINGETIYVSV,O=C([C@@H]1[C@@](N2C)([H])CC[C@@]2([H])C[C@@H]1OC(C3=CC=C(F)C=C3)=O)OC,3.342730715673586,2.5087718419416603,3.6774178946481197
p-Fluoro-crotonylfentanyl,Opioids,AXNCZLWDQLHJBM-QHHAFSJGSA-N,AXNCZLWDQLHJBM,FC1=CC=C(C=C1)N(C(\C=C\C)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.271209883807616,3.7047736997577796,4.271209883807616
p-Fluorocyclopentylfentanyl,Opioids,FHNWCPRXMDUFOQ-UHFFFAOYSA-N,FHNWCPRXMDUFOQ,O=C(C1CCCC1)N(C2=CC=C(F)C=C2)C3CCN(CCC4=CC=CC=C4)CC3,4.358491565600003,3.715949777590832,4.358491565600003
p-Fluoro-furan-3-ylfentanyl,Opioids,XXKBQRKRYOZPGV-UHFFFAOYSA-N,XXKBQRKRYOZPGV,FC1=CC=C(C=C1)N(C(=O)C1=COC=C1)C1CCN(CC1)CCC1=CC=CC=C1,4.040582641970463,3.3972917138798873,4.040582641970463
p-Fluoro-furanylethylfentanyl,Opioids,XWCHFKUMOSKVON-UHFFFAOYSA-N,XWCHFKUMOSKVON,FC1=CC=C(C=C1)C(C(CC)=O)C1CCN(CC1)CCC=1OC=CC1,4.338095374883004,3.745934621157306,4.338095374883004
p-Fluoro-furanylremifentanil,Indolalkylamines,VRUVACUDVYLEOF-UHFFFAOYSA-N,VRUVACUDVYLEOF,FC1=CC=C(C=C1)N(C1(CCN(CC1)CCC(=O)OC)C(=O)OC)C(=O)C=1OC=CC1,3.4656223653049887,2.7623406426143755,3.631110813339671
p-Fluoroisobutyrylbenzylfentanyl,Opioids,FLRWSHYOIGXTRR-UHFFFAOYSA-N,FLRWSHYOIGXTRR,CCCC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=C(F)C=C3)=O,4.271723144195496,3.6746621214009414,4.271723144195496
p-Fluoro-remifentanil ethyl ester,Opioids,ASWVHLIRIKUHLW-UHFFFAOYSA-N,ASWVHLIRIKUHLW,C(C)OC(CCN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=C(C=C1)F)=O,3.4173511133067507,2.6318817345531484,3.6423365776287104
p-Fluoro-tetrahydrofuranylfentanyl,Opioids,DNWBTPZLCFRPRR-UHFFFAOYSA-N,DNWBTPZLCFRPRR,FC1=CC=C(C=C1)N(C(=O)C1OCCC1)C1CCN(CC1)CCC1=CC=CC=C1,4.153339235209263,3.344779540168456,4.153339235209263
p-Fluoro-thiofentanyl,Opioids,GGVPWHDONZADFT-UHFFFAOYSA-N,GGVPWHDONZADFT,FC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)CCC=1SC=CC1,4.2866622313030245,3.7114376147246104,4.2866622313030245
Pharaohfentanyl,Opioids,WXLDNZGFFHXCAW-UHFFFAOYSA-N,WXLDNZGFFHXCAW,OC(CN1CCC(CC1)(C)N(C(CC)=O)C1=CC=CC=C1)C1=CC=CC=C1,3.9501876271268226,3.286313750603847,4.099442976997944
Phenacetin,Unknown,CPJSUEIXXCENMM-UHFFFAOYSA-N,CPJSUEIXXCENMM,C(C)OC1=CC=C(C=C1)NC(C)=O,3.452943806250097,2.5532705274484635,3.452943806250097
Phenaridine,Opioids,ODPKHHGQKIYCTJ-UHFFFAOYSA-N,ODPKHHGQKIYCTJ,CCC(N(C1CC(C)N(CCC2=CC=CC=C2)CC1C)C3=CC=CC=C3)=O,4.403361723641375,3.7160744075698497,4.403361723641375
Phenazepam,Benzodiazepines,CGMJQQJSWIRRRL-UHFFFAOYSA-N,CGMJQQJSWIRRRL,BrC=1C=CC2=C(C(=NCC(N2)=O)C2=C(C=CC=C2)Cl)C1,3.081197149691047,2.689383388108068,3.170365695052682
Phenazepam 4-oxide,Benzodiazepines,YNKDPCTZJPAZJC-UHFFFAOYSA-N,YNKDPCTZJPAZJC,O=C1N=C2C(C=C(Br)C=C2)=C(C3=CC=CC=C3Cl)N(O)C1,2.964499420074925,2.33771511779502,3.207783780727902
Phenethyl 4-ANPP,Opioids,CLASASUPPQKQGB-UHFFFAOYSA-N,CLASASUPPQKQGB,C(CC1=CC=CC=C1)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1,4.896000986438711,4.2568179068804906,4.896000986438711
Phenethylamine (2-),Phenethylamines,BHHGXPLMPWCGHP-UHFFFAOYSA-N,BHHGXPLMPWCGHP,NCCC1=CC=CC=C1,3.0224152375927114,2.017164534187773,3.0224152375927114
Phenetrazine,Unknown,DOMAVIHZFHQQHF-UHFFFAOYSA-N,DOMAVIHZFHQQHF,CCC1NCCOC1C2=CC=CC=C2,3.5270243052305674,3.075074621789474,3.5270243052305674
Phenibut,Unknown,DAFOCGYVTAOKAJ-UHFFFAOYSA-N,DAFOCGYVTAOKAJ,NCC(CC(=O)O)C1=CC=CC=C1,2.5205074948002006,2.0516023663075567,2.5205074948002006
Phenmetetrazine,Unknown,ZOMTUQAEMGCZPK-UHFFFAOYSA-N,ZOMTUQAEMGCZPK,CC1N(CC)CCOC1C2=CC=CC=C2,3.5386625657114674,3.0407504189011694,3.5816611667315748
Phenmetrazine,Unknown,OOBHFESNSZDWIU-UHFFFAOYSA-N,OOBHFESNSZDWIU,CC1NCCOC1C2=CC=CC=C2,3.2710954179369733,3.071458017446922,3.54701476183196
Phenoxyethyl-norfentanyl,Opioids,KOMXSJAJYURFRZ-UHFFFAOYSA-N,KOMXSJAJYURFRZ,O(C1=CC=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,4.235532136495485,3.5211949946946057,4.235532136495485
Phentermine,Phenethylamines,DHHVAGZRUROJKS-UHFFFAOYSA-N,DHHVAGZRUROJKS,CC(N)(C)CC1=CC=CC=C1,3.767022514969484,2.3568364434179347,3.769578952421998
Phenyl fentanyl,Opioids,BJPDWVPQDSVQKD-UHFFFAOYSA-N,BJPDWVPQDSVQKD,O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=CC=C4,4.427292765769025,3.7871483327927473,4.427292765769025
Phenylacetyl Fentanyl,Opioids,QIGINNCOUQLAIF-UHFFFAOYSA-N,QIGINNCOUQLAIF,C1(=CC=CC=C1)N(C(CC1=CC=CC=C1)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.480830979570769,3.844958327135889,4.480830979570769
Phenylbenzyl fentanyl,Opioids,TVPYSIMEYHFHLN-UHFFFAOYSA-N,TVPYSIMEYHFHLN,O=C(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=CC=C4,4.445383061858191,3.8000690177559324,4.445383061858191
Phenylephrine,Phenethylamines,SONNWYBIRXJNDC-VIFPVBQESA-N,SONNWYBIRXJNDC,O[C@@H](CNC)C=1C=C(C=CC1)O,2.530810631557307,1.678367228654298,2.530810631557307
Phenylpiracetam,Unknown,LYONXVJRBWWGQO-UHFFFAOYSA-N,LYONXVJRBWWGQO,O=C1N(CC(C1)C1=CC=CC=C1)CC(=O)N,2.9334097671982997,2.537187914773583,3.487467752631794
Phenylpropionyl fentanyl,Opioids,DIRAGWDYMRIDIO-UHFFFAOYSA-N,DIRAGWDYMRIDIO,O=C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)CCC4=CC=CC=C4,4.545484469088812,3.813709675540329,4.545484469088812
Phenylpropylmethylamine,Unknown,AUFSOOYCQYDGES-UHFFFAOYSA-N,AUFSOOYCQYDGES,CC(CNC)C1=CC=CC=C1,3.5160867303673022,2.4388090826872655,3.5778755481106583
Phenylpropyl-norfentanyl,Opioids,CKBFKWWOUYBCRH-UHFFFAOYSA-N,CKBFKWWOUYBCRH,C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)CCCC1=CC=CC=C1,4.3299545454754025,3.6586043221710116,4.3299545454754025
p-Hydroxybutyrylfentanyl,Opioids,HMPNQEXOJZKKKE-UHFFFAOYSA-N,HMPNQEXOJZKKKE,OC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.155225813687019,3.5066285370653265,4.155225813687019
Pinazepam,Benzodiazepines,MFZOSKPPVCIFMT-UHFFFAOYSA-N,MFZOSKPPVCIFMT,ClC=1C=CC2=C(C(=NCC(N2CC#C)=O)C2=CC=CC=C2)C1,3.825189950645706,3.375980607506123,3.9671604915455534
p-Iodofentanyl,Opioids,FFGVMMVLUWAZLS-UHFFFAOYSA-N,FFGVMMVLUWAZLS,IC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.205241132272638,3.665765755140372,4.205241132272638
Piperazine -1((4-chlorophenyl) phenyl methyl),Piperazine derivates,UZKBSZSTDQSMDR-UHFFFAOYSA-N,UZKBSZSTDQSMDR,ClC1=CC=C(C(N2CCNCC2)C3=CC=CC=C3)C=C1,3.5795730323203485,3.1672112568792317,3.916422857541092
Piperazine-o-Chlorophenyl,Piperazine derivates,PWZDJIUQHUGFRJ-UHFFFAOYSA-N,PWZDJIUQHUGFRJ,ClC1=CC=CC=C1N2CCNCC2,2.9355018332177867,2.7273218195898417,3.096251089977187
Piperidylthiambutene,Opioids,FQRWJLVMJCKSME-UHFFFAOYSA-N,FQRWJLVMJCKSME,CC(C=C(C=1SC=CC1)C=1SC=CC1)N1CCCCC1,4.42856805649669,3.8422605499365288,4.42856805649669
PIPT,Indolalkylamines,OFXPLOPRCQJJFP-UHFFFAOYSA-N,OFXPLOPRCQJJFP,N1C=C(C2=CC=CC=C12)CCN(CCC)C(C)C,4.000127247966084,3.63702279434227,4.28737321944906
Pivaloylfentanyl,Opioids,ZSFLALBHNJDBFJ-UHFFFAOYSA-N,ZSFLALBHNJDBFJ,CC(C(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)(C)C,4.1850243295927285,3.5922999102568447,4.19979201563296
Pivoxazepam,Benzodiazepines,FTJLKTBLZOULCL-UHFFFAOYSA-N,FTJLKTBLZOULCL,CC(C)(C)C(OC1C(NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=N1)=O)=O,3.202225049297518,2.6228066712734606,3.665488285591338
PMA,Phenethylamines,NEGYEDYHPHMHGK-UHFFFAOYSA-N,NEGYEDYHPHMHGK,CC(N)CC1=CC=C(OC)C=C1,3.6846416424087876,2.6751819839460595,3.6846416424087876
PMEA,Phenethylamines,USBWBBAUWVUJLA-UHFFFAOYSA-N,USBWBBAUWVUJLA,CC(NCC)CC1=CC=C(OC)C=C1,3.7484250633472382,3.166553376830037,3.7484250633472382
p-Methoxy-methoxyacetylfentanyl,Opioids,UYPGPJKUKWRQGQ-UHFFFAOYSA-N,UYPGPJKUKWRQGQ,COCC(=O)N(c1ccc(cc1)OC)C1CCN(CC1)CCc1ccccc1,4.098197048587139,3.290815868234822,4.172916139450877
p-Methoxytetrahydrofuranfentanyl,Opioids,PRGGNEGQOIKQSQ-UHFFFAOYSA-N,PRGGNEGQOIKQSQ,O=C(C1OCCC1)N(C2=CC=C(OC)C=C2)C3CCN(CCC4=CC=CC=C4)CC3,4.043061971701924,3.259131759387549,4.160420959164544
p-Methoxy-valerylfentanyl,Opioids,SVNODVBERPGABW-UHFFFAOYSA-N,SVNODVBERPGABW,COC1=CC=C(C=C1)N(C(CCCC)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.080047960717079,3.459314726830213,4.080047960717079
p-Methyl-furanylfentanyl,Opioids,KPCWABTXRUWDSW-UHFFFAOYSA-N,KPCWABTXRUWDSW,CC1=CC=C(C=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,4.26604136172577,3.449942117266637,4.26604136172577
p-Methylmethoxyacetylfentanyl,Opioids,IHNULIRQUWXUEL-UHFFFAOYSA-N,IHNULIRQUWXUEL,O=C(N(C1=CC=C(C)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)COC,4.052396477177049,3.3155904115923582,4.052396477177049
PMMA,Phenethylamines,UGFMBZYKVQSQFX-UHFFFAOYSA-N,UGFMBZYKVQSQFX,CC(NC)CC1=CC=C(OC)C=C1,3.8252504256146675,3.059798626466608,3.8252504256146675
Poppers,Unknown,CSDTZUBPSYWZDX-UHFFFAOYSA-N,CSDTZUBPSYWZDX,O=NOCCCCC,1.2908234915110546,0.7918291921373068,1.2908234915110546
PPAP,Phenethylamines,PBENSVGEGPJNFJ-UHFFFAOYSA-N,PBENSVGEGPJNFJ,C1(=CC=CC=C1)CC(CCC)NCCC,4.2687831402113305,3.431486495783523,4.2687831402113305
PPEPP,Arylcyclohexylamines,PGFZLODHLGBNNP-UHFFFAOYSA-N,PGFZLODHLGBNNP,C1(=CC=CC=C1)C1(CCN(CC1)CCC1=CC=CC=C1)N1CCCCC1,4.817448488729131,4.140384956492508,4.817448488729131
PPH,Piperidines & pyrrolidines,PRMWWEANNQSWAR-UHFFFAOYSA-N,PRMWWEANNQSWAR,O=C(OCCC)C(C1=CC=CC=C1)C2NCCCC2,3.2671431226470555,2.5914561778068808,3.3387262991418227
PPyP,Arylcyclohexylamines,MLIUPPBENLKXSU-UHFFFAOYSA-N,MLIUPPBENLKXSU,C1(=CC=CC=C1)C1(CCOCC1)N1CCCCC1,3.5390654798007564,2.9321837863514753,3.5390654798007564
Prazepam,Benzodiazepines,MWQCHHACWWAQLJ-UHFFFAOYSA-N,MWQCHHACWWAQLJ,O=C1N(CC2CC2)C3=CC=C(Cl)C=C3C(C4=CC=CC=C4)=NC1,3.802934987795371,3.352892280972651,3.9839754151697933
PRE-084,Unknown,RQHKZUBCUZVZEF-UHFFFAOYSA-N,RQHKZUBCUZVZEF,O=C(C1(C2=CC=CC=C2)CCCCC1)OCCN3CCOCC3,4.051514587790318,3.312839903792752,4.592278003685481
Pregabalin,Unknown,AYXYPKUFHZROOJ-ZETCQYMHSA-N,AYXYPKUFHZROOJ,CC(C)CC(CC(=O)O)CN,2.52739701895985,1.8750991622542212,2.52739701895985
Pregabalin methyl ester,Unknown,JDFPGFRTUSUWNI-UHFFFAOYSA-N,JDFPGFRTUSUWNI,CC(C)CC(CN)CC(OC)=O,3.1448259631038966,2.4326774937890745,3.1448259631038966
Premazepam,Benzodiazepines,CNWSHOJSFGGNLC-UHFFFAOYSA-N,CNWSHOJSFGGNLC,CC=1N(C=C2NC(CN=C(C21)C2=CC=CC=C2)=O)C,3.497176191700939,2.871175765951612,3.497176191700939
Primidone,Unknown,DQMZLTXERSFNPB-UHFFFAOYSA-N,DQMZLTXERSFNPB,CCC1(C(O)=NCN=C1O)C1=CC=CC=C1,2.7968083379720023,2.6383099772085075,3.157064841600051
PRL-8-53,Phenethylamines,IGJQEMHBYKNIQR-UHFFFAOYSA-N,IGJQEMHBYKNIQR,O=C(OC)C1=CC=CC(CCN(C)CC2=CC=CC=C2)=C1,3.824322898610455,3.4924525147579146,3.927162481760763
Procaine,Unknown,MFDFERRIHVXMIY-UHFFFAOYSA-N,MFDFERRIHVXMIY,NC1=CC=C(C(=O)OCCN(CC)CC)C=C1,3.1759014043356397,2.776814566947637,3.781238969583399
Proflazepam,Benzodiazepines,RCDQRWWSKKYAJG-UHFFFAOYSA-N,RCDQRWWSKKYAJG,ClC=1C=CC2=C(C(=NCC(N2CC(CO)O)=O)C2=C(C=CC=C2)F)C1,3.113631815602668,2.541537014037638,3.1758715921788623
PRO-LAD,Indolalkylamines,HZKYLVLOBYNKKM-OXQOHEQNSA-N,HZKYLVLOBYNKKM,C(C)N(C(=O)[C@H]1CN([C@@H]2CC=3C4=C(C2=C1)C=CC=C4NC3)CCC)CC,4.159560961799322,3.490024149443327,4.207301100965277
Prolintane,Piperidines & pyrrolidines,OJCPSBCUMRIPFL-UHFFFAOYSA-N,OJCPSBCUMRIPFL,CCCC(N1CCCC1)CC2=CC=CC=C2,4.301296538690339,3.6069326108014144,4.301296538690339
Promethazine,Unknown,PWWVAXIEGOYWEE-UHFFFAOYSA-N,PWWVAXIEGOYWEE,CN(C(CN1C2=CC=CC=C2SC=2C=CC=CC12)C)C,4.415061057801924,3.9805862888094934,4.463479940952313
Propoxyphene,Opioids,XLMALTXPSGQGBX-GCJKJVERSA-N,XLMALTXPSGQGBX,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,3.407459534675395,2.759904933616376,3.41107763052538
Propoxyphenyl homohydroxysildenafil,Unknown,DDQVAJSWFPJSGC-UHFFFAOYSA-N,DDQVAJSWFPJSGC,OCCN1CCN(CC1)S(=O)(=O)C=1C=CC(=C(C1)C=1NC(C2=C(N1)C(=NN2C)CCC)=O)OCCC,3.455048064676912,2.8152769935410227,3.885186269996234
Propyl U-47700,Opioids,ONTPYMHHQOSZRB-UHFFFAOYSA-N,ONTPYMHHQOSZRB,ClC=1C=C(C(=O)N(CCC)C2C(CCCC2)N(C)C)C=CC1Cl,3.0806134323370022,2.5800953568095655,3.438817769198649
Propylcathinone,Cathinones,GXPFWFAQFTVCDU-UHFFFAOYSA-N,GXPFWFAQFTVCDU,CC(NCCC)C(C1=CC=CC=C1)=O,3.37264231302057,3.1074309576321273,3.623791630601285
Propyl-CP,Arylcyclohexylamines,XRGQWTFAQMHZNS-UHFFFAOYSA-N,XRGQWTFAQMHZNS,C(CC)C1(CCCCC1)N1CCCCC1,3.7363814791259435,3.321192855701901,3.7363814791259435
Propyl-norfentanyl,Opioids,HDNAZKBGDIBSLJ-UHFFFAOYSA-N,HDNAZKBGDIBSLJ,C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)CCC,3.839872291520072,3.1530916887986877,3.8797103289145296
Propylone,Cathinones,YFVKHKCZBSGZPE-UHFFFAOYSA-N,YFVKHKCZBSGZPE,CC(NCCC)C(C1=CC=C(OCO2)C2=C1)=O,3.1656386439912976,2.6818907976479407,3.5320523500321297
Proscaline,Phenethylamines,HYWLMSUAZVDUFW-UHFFFAOYSA-N,HYWLMSUAZVDUFW,NCCC1=CC(OC)=C(OCCC)C(OC)=C1,2.660405656645304,1.9577441077545796,2.94757271947001
Protonitazene,Opioids,SJHUJFHOXYDSJY-UHFFFAOYSA-N,SJHUJFHOXYDSJY,C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OCCC)CC,3.9871606872530183,3.475099152148838,4.11959515617641
Psicofentanil,Opioids,YBZXYJDABKNENX-UHFFFAOYSA-N,YBZXYJDABKNENX,N1C=C(C2=CC=CC=C12)CCN1CCC(CC1)(C(=O)OC1CN2CCC1CC2)N(C(CC)=O)C2=CC=CC=C2,4.226689974384499,3.5516048816923504,4.383062944775251
Psilocin,Indolalkylamines,SPCIYGNTAMCTRO-UHFFFAOYSA-N,SPCIYGNTAMCTRO,OC=1C=CC=C2NC=C(CCN(C)C)C12,3.268815353672345,3.1246273240713363,3.76170036591891
Psilocybin,Unknown,QVDSEJDULKLHCG-UHFFFAOYSA-N,QVDSEJDULKLHCG,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,2.608792556026415,2.3911295751716093,3.272830868194918
p-TFM-fentanyl,Opioids,SYGTUZMKKNMUCP-UHFFFAOYSA-N,SYGTUZMKKNMUCP,C1(=CC=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=C(C=C1)C(F)(F)F,3.5616886968851773,2.9710259927974483,3.5616886968851773
PTI-1,Cannabinoids,PCNLLVFKBKMRDB-UHFFFAOYSA-N,PCNLLVFKBKMRDB,CCN(CC)CC1=CSC(C2=CN(CCCCC)C3=C2C=CC=C3)=N1,4.6973824261338954,4.134036086874576,4.6973824261338954
PTI-2,Cannabinoids,PSAKYYVEVVAWJL-UHFFFAOYSA-N,PSAKYYVEVVAWJL,CC(N(CCOC)CC1=CSC(C2=CN(CCCCC)C3=C2C=CC=C3)=N1)C,4.347009568420113,3.6516461589488336,4.347009568420113
PTI-3,Cannabinoids,LXQIIHJBHSFWQW-UHFFFAOYSA-N,LXQIIHJBHSFWQW,CN(CC1=CSC(C2=CN(CCCCCF)C3=CC=CC=C32)=N1)CCOC,4.268076021045323,3.4947314554116344,4.268076021045323
p-Toluoylfentanyl,Opioids,MYYJDRIKKKVNOD-UHFFFAOYSA-N,MYYJDRIKKKVNOD,O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=C(C)C=C4,4.510261906343478,3.878566909035042,4.510261906343478
PV8,Cathinones,DLRWKNLMJAIFQB-UHFFFAOYSA-N,DLRWKNLMJAIFQB,C1(=CC=CC=C1)C(C(CCCCC)N1CCCC1)=O,3.9316326333824296,3.2624806463222806,4.0297893263925975
PV9,Cathinones,RCGHPLZKUHDGCC-UHFFFAOYSA-N,RCGHPLZKUHDGCC,CCCCCCC(N1CCCC1)C(C2=CC=CC=C2)=O,4.084907637792333,3.408635225099129,4.263571912355166
PX-1,Cannabinoids,DDVANTXQCRMRFF-UHFFFAOYSA-N,DDVANTXQCRMRFF,O=C(N)[C@H](CC1=CC=CC=C1)NC(C2=CN(CCCCCF)C3=C2C=CC=C3)=O,3.843933894415129,3.0069352557051983,3.843933894415129
PX-2,Cannabinoids,OJTAHWMZBJRSIR-GOSISDBHSA-N,OJTAHWMZBJRSIR,O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)N[C@H](CC3=CC=CC=C3)C(N)=O,3.3143135933500956,2.5775851594656065,3.3489819465877133
Pyclazolam,Benzodiazepines,KYLFESWNOKEJCE-UHFFFAOYSA-N,KYLFESWNOKEJCE,ClC=1C=CC2=C(C(=NCC=3N2C(=NN3)C)C3=NC=CC=C3)C1,4.0439224011266415,3.555286616509286,4.118584924583397
Pyeazolam,Benzodiazepines,LQKOTGTWBANJBS-UHFFFAOYSA-N,LQKOTGTWBANJBS,C(#C)C=1C=CC2=C(C(=NCC=3N2C(=NN3)C)C3=NC=CC=C3)C1,3.959951133786566,3.5353313678714633,4.232211366335398
Pynazolam,Benzodiazepines,TULLJLNDPPOHKC-UHFFFAOYSA-N,TULLJLNDPPOHKC,CC1=NN=C2N1C1=C(C(=NC2)C2=NC=CC=C2)C=C(C=C1)[N+](=O)[O-],3.0585941550956113,2.6789485461209805,3.525046903295962
Pyrazolam,Benzodiazepines,BGRWSFIQQPVEML-UHFFFAOYSA-N,BGRWSFIQQPVEML,CC1=NN=C2N1C3=CC=C(Br)C=C3C(C4=NC=CC=C4)=NC2,4.073677008676457,3.5639474299546916,4.081791818508638
Pyrilamine,Unknown,YECBIJXISLIIDS-UHFFFAOYSA-N,YECBIJXISLIIDS,COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1,3.8515365895699487,3.2715549542312568,3.8515365895699487
Pyrovalerone,Cathinones,SWUVZKWCOBGPTH-UHFFFAOYSA-N,SWUVZKWCOBGPTH,CCCC(N1CCCC1)C(C2=CC=C(C)C=C2)=O,3.8117816106830524,3.1893357876318316,3.940484074652771
Pyr-T,Indolalkylamines,CVTZCBLFHNGYDQ-UHFFFAOYSA-N,CVTZCBLFHNGYDQ,C1(CCN2CCCC2)=CNC3=C1C=CC=C3,3.761356776759086,3.532196125914947,4.355869728709638
Quazepam,Benzodiazepines,IKMPWMZBZSAONZ-UHFFFAOYSA-N,IKMPWMZBZSAONZ,ClC=1C=CC2=C(C(=NCC(N2CC(F)(F)F)=S)C2=C(C=CC=C2)F)C1,3.9287796578497707,3.484788012747425,3.9287796578497707
Quetiapine,Piperazine derivates,URKOMYMAXPYINW-UHFFFAOYSA-N,URKOMYMAXPYINW,OCCOCCN1CCN(CC1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2,4.309437147335939,3.608208242697872,4.309437147335939
R-30490,Opioids,GARXJOUQUSNOGK-UHFFFAOYSA-N,GARXJOUQUSNOGK,CCC(N(C1(COC)CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,3.8613031306249344,3.0333452085586634,3.9742038311849686
Razobazam,Benzodiazepines,RHZDHINXKVZTEF-UHFFFAOYSA-N,RHZDHINXKVZTEF,CC=1NN=C2N(C(CC(N(C21)C2=CC=CC=C2)=O)=O)C,3.110451660276942,2.4632545452981334,3.1268736554773797
RCS-4,Cannabinoids,OZCYJKDWRUIFFE-UHFFFAOYSA-N,OZCYJKDWRUIFFE,COC1=CC=C(C=C1)C(=O)C1=CN(C2=CC=CC=C12)CCCCC,4.286783604737339,3.711986625147771,4.286783604737339
RCS-4 (4-OH-Pentyl),Cannabinoids,OAAZEFGKZWEFTG-UHFFFAOYSA-N,OAAZEFGKZWEFTG,COC1=CC=C(C(=O)C2=CN(C3=CC=CC=C23)CCCC(C)O)C=C1,4.148722011939521,3.592199083706909,4.148722011939521
RCS-4 (5-OH-Pentyl),Cannabinoids,NIQWYBPFQLBKGZ-UHFFFAOYSA-N,NIQWYBPFQLBKGZ,O=C(C1=CN(CCCCCO)C2=C1C=CC=C2)C3=CC=C(OC)C=C3,4.120099894300763,3.5383828524266874,4.120099894300763
