Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = 0.285);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2?;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi+;N,N'-Dicyclohexylthiourea;6;1212-29-9;DTXSID9020451;DTXCID70451;3;505;8.43;High;0.49;2.34E+07;1.772;4.15E+07;7.83;1.021;0.622;1.221;0.342;YES;2.492;8.47E+07;30.293;0.171;YES;61.823;3.7;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;634.2;670.1;415.4;925;NO;2.14;0.131;YES;4.367;14.157
Esi+;4-Dimethylaminoantipyrine;6;58-15-1;DTXSID7020504;DTXCID70504;1;506;2.48;Low;0.024;5.60E+05;0.935;5.23E+05;7.85;1.316;0.024;NA;NA;;NA;2.18E+07;0.382;0.002;YES;15.921;3.186;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;429.7;569.6;314.8;824.6;NO;0.071;0.002;YES;2.95;5.397
Esi+;4-Dimethylaminoantipyrine;6;58-15-1;DTXSID7020504;DTXCID70504;1;506;2.48;Mid;0.122;4.49E+06;0.983;4.42E+06;7.85;1.316;0.122;NA;NA;;NA;3.62E+07;3.225;0.018;YES;26.432;3.186;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;497;569.6;314.8;824.6;NO;0.598;0.021;YES;4.898;5.397
Esi+;4-Dimethylaminoantipyrine;6;58-15-1;DTXSID7020504;DTXCID70504;1;506;2.48;High;0.49;1.97E+07;1.411;2.78E+07;7.85;1.316;0.491;NA;NA;;NA;5.67E+07;20.269;0.114;YES;41.366;3.186;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;565.2;569.6;314.8;824.6;NO;3.756;0.131;YES;7.665;5.397
Esi+;Ethoxyquin;6;91-53-2;DTXSID9020582;DTXCID70582;1;505;8.43;Low;0.024;2.21E+05;0.926;2.05E+05;7.45;1.317;0.024;NA;NA;;NA;8.52E+06;0.149;0.001;YES;6.221;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;327.9;601.3;346.5;856.3;NO;0.02;0.001;NO;0.826;7.532
Esi+;Ethoxyquin;6;91-53-2;DTXSID9020582;DTXCID70582;1;505;8.43;Mid;0.122;1.63E+06;1.097;1.79E+06;7.45;1.317;0.124;NA;NA;;NA;1.46E+07;1.304;0.007;YES;10.685;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;383.1;601.3;346.5;856.3;NO;0.173;0.007;YES;1.419;7.532
Esi+;Ethoxyquin;6;91-53-2;DTXSID9020582;DTXCID70582;1;505;8.43;High;0.49;6.13E+06;1.772;1.09E+07;7.45;1.317;0.487;NA;NA;;NA;2.22E+07;7.925;0.045;YES;16.172;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;431.6;601.3;346.5;856.3;NO;1.052;0.045;YES;2.147;7.532
Esi+;Propham;6;122-42-9;DTXSID7020766;DTXCID70766;1;505;2.31;Low;0.024;2.94E+06;0.926;2.72E+06;8.1;1.016;0.023;NA;NA;;NA;1.13E+08;1.987;0.011;YES;82.786;2.308;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;689.5;398.1;143;653.4;NO;5.601;0.029;NO;233.358;0.355
Esi+;Propham;6;122-42-9;DTXSID7020766;DTXCID70766;1;505;2.31;Mid;0.122;1.44E+07;1.097;1.58E+07;8.1;1.016;0.131;NA;NA;;NA;1.30E+08;11.561;0.065;YES;94.765;2.308;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;716.7;398.1;143;653.4;NO;32.589;0.168;NO;267.125;0.355
Esi+;Propham;6;122-42-9;DTXSID7020766;DTXCID70766;1;505;2.31;High;0.49;3.28E+07;1.772;5.81E+07;8.1;1.016;0.471;NA;NA;;NA;1.18E+08;42.374;0.239;YES;86.478;2.308;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;698.2;398.1;143;653.4;NO;119.445;0.618;NO;243.766;0.355
Esi+;Meloxicam;6;71125-38-7;DTXSID1020803;DTXCID70803;1;506;2.93;Low;0.024;5.52E+05;0.935;5.16E+05;7.4;1.019;0.022;NA;NA;;NA;2.15E+07;0.377;0.002;YES;15.703;2.59;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;428;453.2;198.2;708.4;NO;0.346;0.004;YES;14.426;1.089
Esi+;Meloxicam;6;71125-38-7;DTXSID1020803;DTXCID70803;1;506;2.93;Mid;0.122;3.57E+06;0.983;3.51E+06;7.4;1.019;0.145;NA;NA;;NA;2.88E+07;2.561;0.014;YES;20.995;2.59;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;465.2;453.2;198.2;708.4;NO;2.353;0.028;YES;19.287;1.089
Esi+;Meloxicam;6;71125-38-7;DTXSID1020803;DTXCID70803;1;506;2.93;High;0.49;7.79E+06;1.411;1.10E+07;7.4;1.019;0.446;NA;NA;;NA;2.24E+07;8.027;0.045;YES;16.381;2.59;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;433.2;453.2;198.2;708.4;NO;7.374;0.088;YES;15.048;1.089
Esi+;4,4'-Methylenebis(N,N-dimethylaniline);6;101-61-1;DTXSID5020869;DTXCID70869;1;504;10.57;Low;0.024;2.06E+06;0.952;1.96E+06;7.99;1.045;0.024;NA;NA;;NA;8.17E+07;1.432;0.008;YES;59.66;3.986;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;627.7;726;471.4;980.8;NO;0.065;0.005;YES;2.713;21.987
Esi+;4,4'-Methylenebis(N,N-dimethylaniline);6;101-61-1;DTXSID5020869;DTXCID70869;1;504;10.57;Mid;0.122;1.11E+07;0.98;1.09E+07;7.99;1.045;0.123;NA;NA;;NA;8.92E+07;7.945;0.045;YES;65.126;3.986;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;643.7;726;471.4;980.8;NO;0.361;0.028;YES;2.962;21.987
Esi+;4,4'-Methylenebis(N,N-dimethylaniline);6;101-61-1;DTXSID5020869;DTXCID70869;1;504;10.57;High;0.49;4.29E+07;1.067;4.58E+07;7.99;1.045;0.487;NA;NA;;NA;9.34E+07;33.422;0.188;YES;68.209;3.986;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;652.3;726;471.4;980.8;NO;1.52;0.118;YES;3.102;21.987
Esi+;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.67;Low;0.024;3.77E+06;0.926;3.49E+06;8.47;1.184;0.023;NA;NA;;NA;1.46E+08;2.551;0.014;YES;106.271;3.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;740.6;551.8;296.9;806.9;NO;0.579;0.018;YES;24.105;4.409
Esi+;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.67;Mid;0.122;2.36E+07;1.097;2.59E+07;8.47;1.184;0.128;NA;NA;;NA;2.12E+08;18.922;0.107;YES;155.1;3.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;825.3;551.8;296.9;806.9;NO;4.292;0.132;NO;35.181;4.409
Esi+;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.67;High;0.49;6.97E+07;1.772;1.24E+08;8.47;1.184;0.478;NA;NA;;NA;2.52E+08;90.194;0.508;NO;184.069;3.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;866.7;551.8;296.9;806.9;NO;20.458;0.629;NO;41.752;4.409
Esi+;Nalidixic acid;6;389-08-2;DTXSID3020912;DTXCID70912;1;506;3.21;Low;0.024;1.15E+06;0.935;1.08E+06;7.83;1.107;0.024;NA;NA;;NA;4.49E+07;0.787;0.004;YES;32.785;2.763;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;528.7;487.1;232.1;742.2;NO;0.419;0.007;YES;17.45;1.879
Esi+;Nalidixic acid;6;389-08-2;DTXSID3020912;DTXCID70912;1;506;3.21;Mid;0.122;6.60E+06;0.983;6.49E+06;7.83;1.107;0.122;NA;NA;;NA;5.32E+07;4.739;0.027;YES;38.845;2.763;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;555.1;487.1;232.1;742.2;NO;2.522;0.044;YES;20.676;1.879
Esi+;Nalidixic acid;6;389-08-2;DTXSID3020912;DTXCID70912;1;506;3.21;High;0.49;2.16E+07;1.411;3.04E+07;7.83;1.107;0.491;NA;NA;;NA;6.21E+07;22.213;0.125;YES;45.333;2.763;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;580.2;487.1;232.1;742.2;NO;11.823;0.207;YES;24.129;1.879
Esi+;SSR 241586 HCl;6;NOCAS_47353;DTXSID2047353;DTXCID801030511;1;506;11.04;Low;0.023;2.82E+06;0.935;2.64E+06;8.31;1.154;0.023;NA;NA;;NA;1.16E+08;1.927;0.011;YES;84.51;4.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;693.6;767.3;512.8;1022.1;NO;0.065;0.006;YES;2.867;29.473
Esi+;SSR 241586 HCl;6;NOCAS_47353;DTXSID2047353;DTXCID801030511;1;506;11.04;Mid;0.116;1.72E+07;0.983;1.69E+07;8.31;1.154;0.115;NA;NA;;NA;1.46E+08;12.33;0.07;YES;106.384;4.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;740.8;767.3;512.8;1022.1;NO;0.418;0.038;YES;3.61;29.473
Esi+;SSR 241586 HCl;6;NOCAS_47353;DTXSID2047353;DTXCID801030511;1;506;11.04;High;0.466;6.08E+07;1.411;8.58E+07;8.31;1.154;0.468;NA;NA;;NA;1.84E+08;62.625;0.353;YES;134.532;4.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;792.3;767.3;512.8;1022.1;NO;2.125;0.191;YES;4.565;29.473
Esi+;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;Low;0.024;1.93E+05;0.76;1.46E+05;6.65;0.913;0.024;NA;NA;;NA;6.10E+06;0.107;0.001;YES;4.451;2.447;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;297.7;425.3;170.2;680.5;NO;0.166;0.001;YES;6.9;0.645
Esi+;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;Mid;0.122;8.53E+05;0.769;6.56E+05;6.65;0.913;0.123;NA;NA;;NA;5.38E+06;0.479;0.003;YES;3.926;2.447;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;287.2;425.3;170.2;680.5;NO;0.743;0.006;YES;6.087;0.645
Esi+;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;High;0.49;2.39E+06;0.963;2.30E+06;6.65;0.913;0.487;NA;NA;;NA;4.69E+06;1.678;0.009;YES;3.424;2.447;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;276;425.3;170.2;680.5;NO;2.601;0.021;YES;5.308;0.645
Esi+;Triadimenol;6;55219-65-3;DTXSID0032493;DTXCID8012493;1;507;8.34;Low;0.024;1.60E+06;0.851;1.36E+06;7.72;0.966;0.023;NA;NA;;NA;5.66E+07;0.991;0.006;YES;41.288;3.284;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;564.9;588.9;334.1;843.9;NO;0.149;0.006;YES;6.222;6.636
Esi+;Triadimenol;6;55219-65-3;DTXSID0032493;DTXCID8012493;1;507;8.34;Mid;0.122;7.42E+06;1.002;7.43E+06;7.72;0.966;0.134;NA;NA;;NA;6.09E+07;5.423;0.031;YES;44.453;3.284;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;577;588.9;334.1;843.9;NO;0.817;0.032;YES;6.699;6.636
Esi+;Triadimenol;6;55219-65-3;DTXSID0032493;DTXCID8012493;1;507;8.34;High;0.49;2.37E+07;1.05;2.49E+07;7.72;0.966;0.467;NA;NA;;NA;5.08E+07;18.154;0.102;YES;37.05;3.284;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;547.6;588.9;334.1;843.9;NO;2.736;0.108;YES;5.583;6.636
Esi+;Azoxystrobin;6;131860-33-8;DTXSID0032520;DTXCID8012520;1;504;7.49;Low;0.024;2.30E+06;0.952;2.19E+06;7.81;0.888;0.022;NA;NA;;NA;9.14E+07;1.601;0.009;YES;66.709;3.619;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;648.1;654.2;399.5;909.1;NO;0.13;0.007;YES;5.4;12.354
Esi+;Azoxystrobin;6;131860-33-8;DTXSID0032520;DTXCID8012520;1;504;7.49;Mid;0.122;1.15E+07;0.98;1.13E+07;7.81;0.888;0.142;NA;NA;;NA;9.27E+07;8.255;0.047;YES;67.666;3.619;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;650.8;654.2;399.5;909.1;NO;0.668;0.038;YES;5.477;12.354
Esi+;Azoxystrobin;6;131860-33-8;DTXSID0032520;DTXCID8012520;1;504;7.49;High;0.49;2.96E+07;1.067;3.16E+07;7.81;0.888;0.452;NA;NA;;NA;6.45E+07;23.08;0.13;YES;47.102;3.619;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;586.6;654.2;399.5;909.1;NO;1.868;0.106;YES;3.813;12.354
Esi+;Thiodicarb;6;59669-26-0;DTXSID0032578;DTXCID8012578;1;506;4.99;Low;0.024;3.26E+05;0.935;3.05E+05;7.26;1.086;0.023;NA;NA;;NA;1.27E+07;0.223;0.001;YES;9.273;2.689;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;367.8;472.5;217.5;727.7;NO;0.148;0.002;YES;6.175;1.502
Esi+;Thiodicarb;6;59669-26-0;DTXSID0032578;DTXCID8012578;1;506;4.99;Mid;0.122;2.00E+06;0.983;1.97E+06;7.26;1.086;0.13;NA;NA;;NA;1.61E+07;1.437;0.008;YES;11.777;2.689;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;394;472.5;217.5;727.7;NO;0.957;0.014;YES;7.843;1.502
Esi+;Thiodicarb;6;59669-26-0;DTXSID0032578;DTXCID8012578;1;506;4.99;High;0.49;5.69E+06;1.411;8.03E+06;7.26;1.086;0.474;NA;NA;;NA;1.64E+07;5.862;0.033;YES;11.963;2.689;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;395.8;472.5;217.5;727.7;NO;3.904;0.059;YES;7.967;1.502
Esi+;Tebufenpyrad;6;119168-77-3;DTXSID0034223;DTXCID8014223;1;504;11.62;Low;0.024;6.98E+06;0.952;6.65E+06;8.24;0.868;0.023;NA;NA;;NA;2.77E+08;4.851;0.027;NO;202.118;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;890.2;601.4;346.6;856.4;NO;0.643;0.027;NO;26.799;7.542
Esi+;Tebufenpyrad;6;119168-77-3;DTXSID0034223;DTXCID8014223;1;504;11.62;Mid;0.122;3.02E+07;0.98;2.96E+07;8.24;0.868;0.13;NA;NA;;NA;2.42E+08;21.591;0.122;YES;176.978;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;857;601.4;346.6;856.4;NO;2.863;0.122;NO;23.466;7.542
Esi+;Tebufenpyrad;6;119168-77-3;DTXSID0034223;DTXCID8014223;1;504;11.62;High;0.49;8.51E+07;1.067;9.08E+07;8.24;0.868;0.473;NA;NA;;NA;1.85E+08;66.287;0.374;YES;135.279;3.348;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;793.6;601.4;346.6;856.4;NO;8.789;0.376;YES;17.937;7.542
Esi+;Icaridin;6;119515-38-7;DTXSID0034227;DTXCID8014227;1;506;6.79;Low;0.024;1.20E+06;0.935;1.12E+06;7.77;1.061;0.024;NA;NA;;NA;4.66E+07;0.816;0.005;YES;34.012;2.512;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;534.3;437.9;182.8;693.1;NO;0.99;0.01;YES;41.233;0.825
Esi+;Icaridin;6;119515-38-7;DTXSID0034227;DTXCID8014227;1;506;6.79;Mid;0.122;6.54E+06;0.983;6.43E+06;7.77;1.061;0.124;NA;NA;;NA;5.27E+07;4.691;0.026;YES;38.453;2.512;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;553.5;437.9;182.8;693.1;NO;5.687;0.056;YES;46.617;0.825
Esi+;Icaridin;6;119515-38-7;DTXSID0034227;DTXCID8014227;1;506;6.79;High;0.49;1.94E+07;1.411;2.74E+07;7.77;1.061;0.486;NA;NA;;NA;5.60E+07;20.026;0.113;YES;40.87;2.512;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;563.2;437.9;182.8;693.1;NO;24.278;0.238;YES;49.546;0.825
Esi+;Tolclofos-methyl;6;57018-04-9;DTXSID0034776;DTXCID8014776;1;506;7.9;Low;0.024;1.40E+05;0.935;1.31E+05;6.85;1.067;0.024;NA;NA;;NA;5.45E+06;0.095;0.001;YES;3.977;1.978;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;288.2;333.7;78.5;589.1;YES;0.663;0.002;YES;27.64;0.144
Esi+;Tolclofos-methyl;6;57018-04-9;DTXSID0034776;DTXCID8014776;1;506;7.9;Mid;0.122;7.86E+05;0.983;7.72E+05;6.85;1.067;0.125;NA;NA;;NA;6.33E+06;0.564;0.003;YES;4.62;1.978;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;301;333.7;78.5;589.1;YES;3.917;0.012;YES;32.104;0.144
Esi+;Tolclofos-methyl;6;57018-04-9;DTXSID0034776;DTXCID8014776;1;506;7.9;High;0.49;2.31E+06;1.411;3.26E+06;6.85;1.067;0.483;NA;NA;;NA;6.65E+06;2.378;0.013;YES;4.853;1.978;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;305.3;333.7;78.5;589.1;YES;16.524;0.05;YES;33.722;0.144
Esi+;Penoxsulam;6;219714-96-2;DTXSID0034803;DTXCID8014803;1;506;3.28;Low;0.024;8.50E+05;0.935;7.94E+05;7.51;0.972;0.022;NA;NA;;NA;3.31E+07;0.58;0.003;YES;24.16;2.332;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;484.4;402.7;147.6;658;NO;1.465;0.008;YES;61.034;0.396
Esi+;Penoxsulam;6;219714-96-2;DTXSID0034803;DTXCID8014803;1;506;3.28;Mid;0.122;5.05E+06;0.983;4.97E+06;7.51;0.972;0.146;NA;NA;;NA;4.07E+07;3.624;0.02;YES;29.706;2.332;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;514;402.7;147.6;658;NO;9.156;0.052;YES;75.047;0.396
Esi+;Penoxsulam;6;219714-96-2;DTXSID0034803;DTXCID8014803;1;506;3.28;High;0.49;1.04E+07;1.411;1.47E+07;7.51;0.972;0.445;NA;NA;;NA;3.00E+07;10.722;0.06;YES;21.881;2.332;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;470.8;402.7;147.6;658;NO;27.087;0.152;YES;55.279;0.396
Esi+;Fosthiazate;6;98886-44-3;DTXSID0034930;DTXCID8014930;1;506;5.15;Low;0.024;1.27E+06;0.935;1.19E+06;7.92;1.139;0.024;NA;NA;;NA;4.94E+07;0.866;0.005;YES;36.085;2.753;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;543.5;485.1;230.1;740.3;NO;0.475;0.008;YES;19.785;1.824
Esi+;Fosthiazate;6;98886-44-3;DTXSID0034930;DTXCID8014930;1;506;5.15;Mid;0.122;7.88E+06;0.983;7.75E+06;7.92;1.139;0.124;NA;NA;;NA;6.35E+07;5.655;0.032;YES;46.35;2.753;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;583.9;485.1;230.1;740.3;NO;3.1;0.053;YES;25.413;1.824
Esi+;Fosthiazate;6;98886-44-3;DTXSID0034930;DTXCID8014930;1;506;5.15;High;0.49;2.61E+07;1.411;3.68E+07;7.92;1.139;0.486;NA;NA;;NA;7.50E+07;26.84;0.151;YES;54.775;2.753;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;612.5;485.1;230.1;740.3;NO;14.716;0.253;YES;30.033;1.824
Esi+;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.37;Low;0.024;1.52E+06;0.952;1.45E+06;7.49;0.802;0.022;NA;NA;;NA;6.03E+07;1.056;0.006;YES;43.992;3.026;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;575.2;538.3;283.4;793.4;NO;0.281;0.008;YES;11.724;3.752
Esi+;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.37;Mid;0.122;6.67E+06;0.98;6.54E+06;7.49;0.802;0.145;NA;NA;;NA;5.36E+07;4.774;0.027;YES;39.132;3.026;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;556.2;538.3;283.4;793.4;NO;1.272;0.035;YES;10.429;3.752
Esi+;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.37;High;0.49;1.50E+07;1.067;1.61E+07;7.49;0.802;0.446;NA;NA;;NA;3.28E+07;11.718;0.066;YES;23.915;3.026;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;482.9;538.3;283.4;793.4;NO;3.123;0.087;YES;6.374;3.752
Esi+;Atraton;6;1610-17-9;DTXSID0037493;DTXCID8017493;1;506;5.05;Low;0.019;1.13E+06;0.935;1.06E+06;8.01;1.159;0.019;NA;NA;;NA;5.51E+07;0.772;0.004;YES;40.232;3.194;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;560.7;571.3;316.5;826.3;NO;0.14;0.005;YES;7.317;5.499
Esi+;Atraton;6;1610-17-9;DTXSID0037493;DTXCID8017493;1;506;5.05;Mid;0.098;6.84E+06;0.983;6.72E+06;8.01;1.159;0.096;NA;NA;;NA;6.89E+07;4.906;0.028;YES;50.266;3.194;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;597.6;571.3;316.5;826.3;NO;0.892;0.031;YES;9.141;5.499
Esi+;Atraton;6;1610-17-9;DTXSID0037493;DTXCID8017493;1;506;5.05;High;0.392;2.48E+07;1.411;3.50E+07;8.01;1.159;0.396;NA;NA;;NA;8.92E+07;25.512;0.144;YES;65.082;3.194;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;643.6;571.3;316.5;826.3;NO;4.64;0.164;YES;11.836;5.499
Esi+;Dialifor;6;10311-84-9;DTXSID0037522;DTXCID8017522;1;505;10.74;Low;0.024;4.34E+05;0.926;4.02E+05;7.42;1.117;0.024;NA;NA;;NA;1.67E+07;0.293;0.002;YES;12.223;2.683;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;398.2;471.3;216.3;726.5;NO;0.199;0.003;YES;8.3;1.473
Esi+;Dialifor;6;10311-84-9;DTXSID0037522;DTXCID8017522;1;505;10.74;Mid;0.122;2.33E+06;1.097;2.56E+06;7.42;1.117;0.125;NA;NA;;NA;2.10E+07;1.867;0.011;YES;15.304;2.683;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;424.8;471.3;216.3;726.5;NO;1.268;0.019;YES;10.392;1.473
Esi+;Dialifor;6;10311-84-9;DTXSID0037522;DTXCID8017522;1;505;10.74;High;0.49;6.58E+06;1.772;1.17E+07;7.42;1.117;0.484;NA;NA;;NA;2.38E+07;8.513;0.048;YES;17.374;2.683;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;440.6;471.3;216.3;726.5;NO;5.781;0.086;YES;11.798;1.473
Esi+;Monolinuron;6;1746-81-2;DTXSID0037576;DTXCID8017576;1;502;4.47;Low;0.061;3.19E+06;0.884;2.82E+06;7.55;0.884;0.057;NA;NA;;NA;4.63E+07;2.061;0.012;YES;33.787;2.747;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;533.3;483.9;228.9;739;NO;1.151;0.02;YES;18.87;1.791
Esi+;Monolinuron;6;1746-81-2;DTXSID0037576;DTXCID8017576;1;502;4.47;Mid;0.244;1.37E+07;0.838;1.15E+07;7.55;0.884;0.281;NA;NA;;NA;4.71E+07;8.381;0.047;YES;34.348;2.747;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;535.8;483.9;228.9;739;NO;4.681;0.079;YES;19.183;1.791
Esi+;Monolinuron;6;1746-81-2;DTXSID0037576;DTXCID8017576;1;502;4.47;High;0.732;2.73E+07;0.916;2.50E+07;7.55;0.884;0.677;NA;NA;;NA;3.42E+07;18.254;0.103;YES;24.937;2.747;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;488.8;483.9;228.9;739;NO;10.195;0.173;YES;13.927;1.791
Esi+;Diphenyl phthalate;6;84-62-8;DTXSID3021778;DTXCID801778;1;502;9.92;Low;0.061;3.14E+06;0.884;2.78E+06;7.73;1.044;0.059;NA;NA;;NA;4.56E+07;2.029;0.011;YES;33.26;3.199;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;530.9;572.3;317.4;827.3;NO;0.365;0.013;YES;5.985;5.557
