Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;Monobenzyl phthalate;6;2528-16-7;DTXSID9043938;DTXCID7023938;1;506;2.45;High;0.49;2.12E+05;1.508;3.19E+05;5.76;0.817;0.49;NA;NA;;NA;6.52E+05;1.153;0.007;YES;2.353;1.485;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.152;7.47;7.989;6.952;NO;1.081;0.007;YES;2.207;1.066
Esi-;SAR377142;6;NOCAS_47385;DTXSID4047385;DTXCID7027386;1;506;4.27;Mid;0.1098;1.43E+05;1.517;2.17E+05;6.1;0.8;0.11;NA;NA;;NA;1.97E+06;0.782;0.005;YES;7.126;2.322;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.404;7.56;8.079;7.041;NO;0.52;0.002;YES;4.733;1.506
Esi-;SAR377142;6;NOCAS_47385;DTXSID4047385;DTXCID7027386;1;506;4.27;High;0.441;4.37E+05;1.508;6.59E+05;6.1;0.8;0.441;NA;NA;;NA;1.49E+06;2.379;0.015;YES;5.396;2.322;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.344;7.56;8.079;7.041;NO;1.58;0.007;YES;3.584;1.506
Esi-;Sodium warfarin;6;129-06-6;DTXSID7035010;DTXCID703742;1;505;4.77;Low;0.024;1.44E+06;0.609;8.74E+05;7.43;0.892;0.022;NA;NA;;NA;3.64E+07;3.157;0.019;YES;131.526;1.69;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.944;7.492;8.011;6.974;NO;2.724;0.016;YES;113.49;1.159
Esi-;Sodium warfarin;6;129-06-6;DTXSID7035010;DTXCID703742;1;505;4.77;Mid;0.122;8.11E+06;0.621;5.03E+06;7.43;0.892;0.154;NA;NA;;NA;4.13E+07;18.174;0.111;YES;148.965;1.69;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.964;7.492;8.011;6.974;NO;15.682;0.09;YES;128.537;1.159
Esi-;Sodium warfarin;6;129-06-6;DTXSID7035010;DTXCID703742;1;505;4.77;High;0.49;1.99E+07;0.636;1.27E+07;7.43;0.892;0.433;NA;NA;;NA;2.59E+07;45.805;0.281;YES;93.48;1.69;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.889;7.492;8.011;6.974;NO;39.524;0.226;YES;80.661;1.159
Esi-;Fomesafen;6;72178-02-0;DTXSID7024112;DTXCID704112;1;506;6.15;Low;0.024;4.39E+04;1.652;7.25E+04;6.61;1.075;0.024;NA;NA;;NA;3.02E+06;0.262;0.002;YES;10.904;2.216;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.494;7.548;8.068;7.03;NO;0.182;0.001;YES;7.573;1.44
Esi-;Fomesafen;6;72178-02-0;DTXSID7024112;DTXCID704112;1;506;6.15;Mid;0.122;2.85E+05;1.517;4.32E+05;6.61;1.075;0.125;NA;NA;;NA;3.54E+06;1.558;0.01;YES;12.774;2.216;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.526;7.548;8.068;7.03;NO;1.082;0.005;YES;8.872;1.44
Esi-;Fomesafen;6;72178-02-0;DTXSID7024112;DTXCID704112;1;506;6.15;High;0.49;1.23E+06;1.508;1.85E+06;6.61;1.075;0.484;NA;NA;;NA;3.78E+06;6.688;0.041;YES;13.648;2.216;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.54;7.548;8.068;7.03;NO;4.644;0.022;YES;9.479;1.44
Esi-;N,N'-Dicyclohexylthiourea;6;1212-29-9;DTXSID9020451;DTXCID70451;1;505;8.42;Low;0.024;3.11E+05;0.609;1.90E+05;6.6;0.791;0.021;NA;NA;;NA;7.90E+06;0.685;0.004;YES;28.528;0.853;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.682;7.402;7.92;6.884;NO;0.826;0.006;YES;34.431;0.829
Esi-;N,N'-Dicyclohexylthiourea;6;1212-29-9;DTXSID9020451;DTXCID70451;1;505;8.42;Mid;0.122;1.54E+06;0.621;9.53E+05;6.6;0.791;0.162;NA;NA;;NA;7.81E+06;3.442;0.021;YES;28.209;0.853;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.68;7.402;7.92;6.884;NO;4.154;0.03;YES;34.046;0.829
Esi-;N,N'-Dicyclohexylthiourea;6;1212-29-9;DTXSID9020451;DTXCID70451;1;505;8.42;High;0.49;3.18E+06;0.636;2.03E+06;6.6;0.791;0.42;NA;NA;;NA;4.13E+06;7.311;0.045;YES;14.92;0.853;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.557;7.402;7.92;6.884;NO;8.824;0.065;YES;18.008;0.829
Esi-;4-Chlorobenzoic acid;6;74-11-3;DTXSID9024772;DTXCID704772;1;505;0.99;Mid;0.122;2.68E+05;0.621;1.67E+05;6.14;1.001;0.122;NA;NA;;NA;1.37E+06;0.601;0.004;YES;4.93;-0.157;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.324;7.294;7.811;6.777;NO;1.072;0.01;YES;8.788;0.561
Esi-;4-Chlorobenzoic acid;6;74-11-3;DTXSID9024772;DTXCID704772;1;505;0.99;High;0.49;1.05E+06;0.636;6.70E+05;6.14;1.001;0.49;NA;NA;;NA;1.37E+06;2.42;0.015;YES;4.938;-0.157;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.324;7.294;7.811;6.777;NO;4.314;0.041;YES;8.803;0.561
Esi-;Acetohexamide;6;968-81-0;DTXSID7020007;DTXCID707;2;506;2.96;Mid;0.122;1.35E+05;1.517;2.04E+05;6.17;0.97;0.129;0.171;0.094;YES;1.4;1.68E+06;0.738;0.005;YES;6.048;1.215;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.369;7.441;7.959;6.923;NO;0.771;0.005;YES;6.324;0.956
Esi-;Acetohexamide;6;968-81-0;DTXSID7020007;DTXCID707;2;506;2.96;High;0.49;4.96E+05;1.508;7.47E+05;6.17;0.97;0.492;0.682;0.371;YES;1.391;1.53E+06;2.698;0.017;YES;5.506;1.215;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.348;7.441;7.959;6.923;NO;2.821;0.019;YES;5.757;0.956
Esi-;Acetohexamide;6;968-81-0;DTXSID7020007;DTXCID707;2;508;2.8;Mid;0.122;1.30E+05;1.411;1.83E+05;6.17;0.97;0.115;0.153;0.083;YES;1.256;1.50E+06;0.661;0.004;YES;5.419;1.215;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.345;7.441;7.959;6.923;NO;0.691;0.005;YES;5.666;0.956
Esi-;Acetohexamide;6;968-81-0;DTXSID7020007;DTXCID707;2;508;2.8;High;0.49;5.79E+05;1.283;7.42E+05;6.17;0.97;0.488;0.676;0.368;YES;1.381;1.51E+06;2.68;0.016;YES;5.469;1.215;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.347;7.441;7.959;6.923;NO;2.802;0.018;YES;5.719;0.956
Esi-;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.68;Low;0.024;2.44E+05;0.609;1.49E+05;6.62;0.885;0.023;NA;NA;;NA;6.20E+06;0.537;0.003;YES;22.384;1.733;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.636;7.497;8.015;6.978;NO;0.456;0.003;YES;18.98;1.179
Esi-;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.68;Mid;0.122;1.08E+06;0.621;6.70E+05;6.62;0.885;0.128;NA;NA;;NA;5.49E+06;2.42;0.015;YES;19.835;1.733;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.613;7.497;8.015;6.978;NO;2.052;0.012;YES;16.818;1.179
Esi-;Hydramethylnon;6;67485-29-4;DTXSID6023868;DTXCID70911533;1;505;11.68;High;0.49;3.37E+06;0.636;2.14E+06;6.62;0.885;0.477;NA;NA;;NA;4.37E+06;7.729;0.047;YES;15.773;1.733;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.568;7.497;8.015;6.978;NO;6.553;0.037;YES;13.374;1.179
Esi-;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;Low;0.024;1.01E+05;0.534;5.37E+04;6.37;1.024;0.025;NA;NA;;NA;2.24E+06;0.194;0.001;YES;8.077;-0.495;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.431;7.258;7.774;6.741;NO;0.392;0.004;YES;16.348;0.494
Esi-;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;Mid;0.122;4.93E+05;0.498;2.46E+05;6.37;1.024;0.111;NA;NA;;NA;2.01E+06;0.887;0.005;YES;7.272;-0.495;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.409;7.258;7.774;6.741;NO;1.796;0.019;YES;14.719;0.494
Esi-;1-Phenyl-2-thiourea;6;103-85-5;DTXSID9021134;DTXCID801134;1;501;0.87;High;0.49;2.16E+06;0.551;1.19E+06;6.37;1.024;0.516;NA;NA;;NA;2.43E+06;4.293;0.026;YES;8.762;-0.495;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.448;7.258;7.774;6.741;NO;8.69;0.09;YES;17.735;0.494
Esi-;Triclopyr;6;55335-06-3;DTXSID0032497;DTXCID8012497;1;502;2.71;Low;0.061;5.67E+04;0.531;3.01E+04;5.77;1.06;0.061;NA;NA;;NA;4.94E+05;0.109;0.001;YES;1.783;1.378;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.083;7.458;7.977;6.94;NO;0.107;0.001;YES;1.746;1.021
Esi-;Triclopyr;6;55335-06-3;DTXSID0032497;DTXCID8012497;1;502;2.71;Mid;0.244;2.78E+05;0.484;1.34E+05;5.77;1.06;0.248;NA;NA;;NA;5.51E+05;0.485;0.003;YES;1.989;1.378;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.11;7.458;7.977;6.94;NO;0.475;0.003;YES;1.948;1.021
Esi-;Triclopyr;6;55335-06-3;DTXSID0032497;DTXCID8012497;1;502;2.71;High;0.732;8.50E+05;0.493;4.19E+05;5.77;1.06;0.725;NA;NA;;NA;5.73E+05;1.514;0.009;YES;2.068;1.378;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.12;7.458;7.977;6.94;NO;1.482;0.009;YES;2.025;1.021
Esi-;Penoxsulam;6;219714-96-2;DTXSID0034803;DTXCID8014803;1;506;3.26;Mid;0.122;9.06E+04;1.517;1.37E+05;6.01;0.959;0.122;NA;NA;;NA;1.13E+06;0.496;0.003;YES;4.067;2.684;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.28;7.598;8.118;7.079;NO;0.283;0.001;YES;2.318;1.754
Esi-;Penoxsulam;6;219714-96-2;DTXSID0034803;DTXCID8014803;1;506;3.26;High;0.49;3.46E+05;1.508;5.21E+05;6.01;0.959;0.49;NA;NA;;NA;1.06E+06;1.882;0.012;YES;3.84;2.684;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.267;7.598;8.118;7.079;NO;1.072;0.004;YES;2.189;1.754
Esi-;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.34;Low;0.024;3.50E+04;1.882;6.59E+04;6.23;0.871;0.024;NA;NA;;NA;2.75E+06;0.238;0.001;YES;9.918;1.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.474;7.482;8.001;6.964;NO;0.213;0.001;YES;8.882;1.117
Esi-;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.34;Mid;0.122;1.85E+05;1.519;2.82E+05;6.23;0.871;0.126;NA;NA;;NA;2.31E+06;1.017;0.006;YES;8.334;1.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.438;7.482;8.001;6.964;NO;0.911;0.005;YES;7.463;1.117
Esi-;Glybenclamide;6;10238-21-8;DTXSID0037237;DTXCID8017237;1;504;8.34;High;0.49;5.68E+05;1.602;9.09E+05;6.23;0.871;0.482;NA;NA;;NA;1.86E+06;3.283;0.02;YES;6.699;1.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.391;7.482;8.001;6.964;NO;2.94;0.017;YES;5.999;1.117
Esi-;Monolinuron;6;1746-81-2;DTXSID0037576;DTXCID8017576;1;502;4.47;Mid;0.244;4.32E+04;0.484;2.09E+04;4.92;0.975;0.244;NA;NA;;NA;8.57E+04;0.075;0;NO;0.309;1.158;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.604;7.435;7.953;6.917;NO;0.081;0.001;NO;0.331;0.935
Esi-;Monolinuron;6;1746-81-2;DTXSID0037576;DTXCID8017576;1;502;4.47;High;0.732;1.24E+05;0.493;6.10E+04;4.92;0.975;0.732;NA;NA;;NA;8.34E+04;0.22;0.001;NO;0.301;1.158;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.596;7.435;7.953;6.917;NO;0.236;0.002;NO;0.322;0.935
Esi-;Fluorescein;6;5/7/2321;DTXSID0038887;DTXCID8018887;1;501;3.44;Mid;0.122;4.05E+05;0.498;2.02E+05;6.35;1.143;0.122;NA;NA;;NA;1.65E+06;0.728;0.004;YES;5.971;1.322;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.366;7.452;7.971;6.934;NO;0.73;0.005;YES;5.982;0.998
Esi-;Fluorescein;6;5/7/2321;DTXSID0038887;DTXCID8018887;1;501;3.44;High;0.49;1.79E+06;0.551;9.88E+05;6.35;1.143;0.49;NA;NA;;NA;2.02E+06;3.569;0.022;YES;7.283;1.322;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.409;7.452;7.971;6.934;NO;3.575;0.023;YES;7.296;0.998
Esi-;Indinavir sulfate;6;157810-81-6;DTXSID1044221;DTXCID80196713;1;501;10.21;Mid;0.0854;6.95E+04;0.498;3.46E+04;5.85;1.226;0.085;NA;NA;;NA;4.05E+05;0.125;0.001;YES;1.463;1.458;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.034;7.467;7.986;6.949;NO;0.118;0.001;YES;1.387;1.055
Esi-;Indinavir sulfate;6;157810-81-6;DTXSID1044221;DTXCID80196713;1;501;10.21;High;0.343;3.45E+05;0.551;1.90E+05;5.85;1.226;0.343;NA;NA;;NA;5.55E+05;0.687;0.004;YES;2.003;1.458;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.112;7.467;7.986;6.949;NO;0.651;0.004;YES;1.899;1.055
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;499;8.4;Low;0.0216;3.11E+04;1.853;5.76E+04;6.28;0.87;0.018;0.037;0.008;YES;1.714;2.67E+06;0.208;0.001;YES;9.626;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.468;7.428;7.946;6.91;NO;0.228;0.002;YES;10.566;0.911
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;499;8.4;Mid;0.1098;1.62E+05;1.583;2.57E+05;6.28;0.87;0.1;0.204;0.049;YES;1.856;2.34E+06;0.928;0.006;YES;8.455;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.441;7.428;7.946;6.91;NO;1.019;0.007;YES;9.28;0.911
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;499;8.4;High;0.441;6.10E+05;1.64;1.00E+06;6.28;0.87;0.478;1.08;0.234;YES;2.45;2.27E+06;3.614;0.022;YES;8.196;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.434;7.428;7.946;6.91;NO;3.967;0.027;YES;8.996;0.911
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;505;8.4;Low;0.0216;1.53E+05;0.609;9.31E+04;6.28;0.87;0.031;0.063;0.014;YES;2.921;4.31E+06;0.336;0.002;YES;15.552;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.566;7.428;7.946;6.91;NO;0.369;0.003;YES;17.07;0.911
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;505;8.4;Mid;0.1098;6.61E+05;0.621;4.10E+05;6.28;0.87;0.172;0.357;0.085;YES;3.254;3.74E+06;1.482;0.009;YES;13.495;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.537;7.428;7.946;6.91;NO;1.626;0.011;YES;14.813;0.911
Esi-;Atorvastatin calcium;6;134523-03-8;DTXSID6044303;DTXCID80197003;3;505;8.4;High;0.441;1.55E+06;0.636;9.87E+05;6.28;0.87;0.47;1.061;0.231;YES;2.405;2.24E+06;3.562;0.022;YES;8.078;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.431;7.428;7.946;6.91;NO;3.91;0.027;YES;8.867;0.911
Esi-;Atorvastatin;6;134523-00-5;DTXSID8029868;DTXCID80197003;3;506;8.17;Low;0.0228;3.50E+04;1.652;5.78E+04;6.28;0.87;0.018;0.037;0.008;YES;1.629;2.53E+06;0.209;0.001;YES;9.146;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.457;7.428;7.946;6.91;NO;0.229;0.002;YES;10.039;0.911
Esi-;Atorvastatin;6;134523-00-5;DTXSID8029868;DTXCID80197003;3;506;8.17;Mid;0.1159;1.51E+05;1.517;2.29E+05;6.28;0.87;0.088;0.178;0.043;YES;1.535;1.98E+06;0.828;0.005;YES;7.141;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.405;7.428;7.946;6.91;NO;0.908;0.006;YES;7.838;0.911
Esi-;Atorvastatin;6;134523-00-5;DTXSID8029868;DTXCID80197003;3;506;8.17;High;0.4655;5.56E+05;1.508;8.39E+05;6.28;0.87;0.39;0.865;0.192;YES;1.857;1.80E+06;3.029;0.019;YES;6.507;1.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.385;7.428;7.946;6.91;NO;3.325;0.023;YES;7.142;0.911
Esi-;MK-547;6;331623-06-4;DTXSID4047331;DTXCID80197205;1;505;8.7;Low;0.024;5.19E+04;0.609;3.16E+04;6.01;0.926;0.023;NA;NA;;NA;1.32E+06;0.114;0.001;YES;4.755;1.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.316;7.514;8.033;6.996;NO;0.09;0;YES;3.769;1.262
Esi-;MK-547;6;331623-06-4;DTXSID4047331;DTXCID80197205;1;505;8.7;Mid;0.122;2.48E+05;0.621;1.54E+05;6.01;0.926;0.129;NA;NA;;NA;1.26E+06;0.557;0.003;YES;4.564;1.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.306;7.514;8.033;6.996;NO;0.441;0.002;YES;3.618;1.262
Esi-;MK-547;6;331623-06-4;DTXSID4047331;DTXCID80197205;1;505;8.7;High;0.49;8.10E+05;0.636;5.15E+05;6.01;0.926;0.475;NA;NA;;NA;1.05E+06;1.859;0.011;YES;3.793;1.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.264;7.514;8.033;6.996;NO;1.473;0.008;YES;3.006;1.262
Esi-;Fabesetron hydrochloride;6;129299-90-7;DTXSID7048168;DTXCID80197245;1;505;6.79;Mid;0.1098;2.60E+05;0.621;1.61E+05;5.83;0.645;0.11;NA;NA;;NA;1.47E+06;0.583;0.004;YES;5.309;0.693;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.34;7.385;7.903;6.867;NO;0.749;0.006;YES;6.824;0.778
Esi-;Fabesetron hydrochloride;6;129299-90-7;DTXSID7048168;DTXCID80197245;1;505;6.79;High;0.441;6.23E+05;0.636;3.96E+05;5.83;0.645;0.441;NA;NA;;NA;8.98E+05;1.429;0.009;YES;3.241;0.693;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.228;7.385;7.903;6.867;NO;1.837;0.014;YES;4.166;0.778
Esi-;Glipizide;6;29094-61-9;DTXSID0040676;DTXCID8020676;1;506;5.3;Mid;0.0488;5.58E+04;1.517;8.47E+04;5.97;0.798;0.049;NA;NA;;NA;1.73E+06;0.306;0.002;YES;6.263;1.349;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.376;7.455;7.974;6.937;NO;0.303;0.002;YES;6.205;1.009
Esi-;Glipizide;6;29094-61-9;DTXSID0040676;DTXCID8020676;1;506;5.3;High;0.196;1.70E+05;1.508;2.57E+05;5.97;0.798;0.196;NA;NA;;NA;1.31E+06;0.927;0.006;YES;4.727;1.349;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.314;7.455;7.974;6.937;NO;0.918;0.006;YES;4.684;1.009
Esi-;Cinchophen;6;132-60-5;DTXSID0040705;DTXCID8020705;2;503;2.13;Mid;0.122;9.95E+04;1.812;1.80E+05;6.15;1.035;0.137;0.4;0.02;YES;3.281;1.48E+06;0.651;0.004;YES;5.337;1.168;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.341;7.436;7.954;6.918;NO;0.694;0.005;YES;5.686;0.939
Esi-;Cinchophen;6;132-60-5;DTXSID0040705;DTXCID8020705;2;503;2.13;High;0.49;5.08E+05;1.594;8.09E+05;6.15;1.035;0.585;6.132;0.21;YES;12.515;1.65E+06;2.921;0.018;YES;5.961;1.168;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.366;7.436;7.954;6.918;NO;3.112;0.021;YES;6.35;0.939
Esi-;Cinchophen;6;132-60-5;DTXSID0040705;DTXCID8020705;2;508;2.02;Mid;0.122;1.00E+05;1.411;1.42E+05;6.15;1.035;0.109;0.304;0.011;YES;2.494;1.16E+06;0.511;0.003;YES;4.189;1.168;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.287;7.436;7.954;6.918;NO;0.544;0.004;YES;4.463;0.939
Esi-;Cinchophen;6;132-60-5;DTXSID0040705;DTXCID8020705;2;508;2.02;High;0.49;4.37E+05;1.283;5.61E+05;6.15;1.035;0.41;2.673;0.138;YES;5.456;1.14E+06;2.025;0.012;YES;4.132;1.168;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.284;7.436;7.954;6.918;NO;2.157;0.014;YES;4.402;0.939
Esi-;17alpha-Hydroxyprogesterone;6;68-96-2;DTXSID6040747;DTXCID80209675;1;505;8.25;Mid;0.122;1.25E+05;0.621;7.76E+04;5.33;0.483;0.122;NA;NA;;NA;6.36E+05;0.28;0.002;YES;2.295;1.525;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.145;7.474;7.993;6.956;NO;0.258;0.002;YES;2.118;1.084
Esi-;17alpha-Hydroxyprogesterone;6;68-96-2;DTXSID6040747;DTXCID80209675;1;505;8.25;High;0.49;2.39E+05;0.636;1.52E+05;5.33;0.483;0.49;NA;NA;;NA;3.10E+05;0.548;0.003;YES;1.118;1.525;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.964;7.474;7.993;6.956;NO;0.506;0.003;YES;1.032;1.084
Esi-;4-Ethoxy-4-oxobut-2-enoic acid;6;3249-53-4;DTXSID1044485;DTXCID80209897;1;505;0.38;Low;0.024;5.07E+04;0.609;3.09E+04;5.81;0.8;0.022;NA;NA;;NA;1.29E+06;0.111;0.001;YES;4.643;-0.263;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.31;7.283;7.799;6.766;NO;0.207;0.002;YES;8.616;0.539
Esi-;4-Ethoxy-4-oxobut-2-enoic acid;6;3249-53-4;DTXSID1044485;DTXCID80209897;1;505;0.38;Mid;0.122;2.20E+05;0.621;1.37E+05;5.81;0.8;0.143;NA;NA;;NA;1.12E+06;0.493;0.003;YES;4.044;-0.263;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.279;7.283;7.799;6.766;NO;0.915;0.009;YES;7.504;0.539
Esi-;4-Ethoxy-4-oxobut-2-enoic acid;6;3249-53-4;DTXSID1044485;DTXCID80209897;1;505;0.38;High;0.49;5.37E+05;0.636;3.41E+05;5.81;0.8;0.45;NA;NA;;NA;6.97E+05;1.232;0.008;YES;2.515;-0.263;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.168;7.283;7.799;6.766;NO;2.287;0.022;YES;4.666;0.539
Esi-;MK-578;6;313994-79-5;DTXSID0047327;DTXCID80210221;1;504;8.07;Mid;0.1098;9.32E+04;1.519;1.42E+05;5.91;0.786;0.11;NA;NA;;NA;1.29E+06;0.511;0.003;YES;4.656;1.296;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.311;7.45;7.968;6.932;NO;0.517;0.003;YES;4.712;0.988
