SMILES;pH_aq;name;logIE;instrument;source;solvent;doi
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3;2.7;bifenthrin;-0.32;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1;2.7;phenthoate;1.97;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
COc1ccc(C=O)cc1;2.7;p-anisaldehyde;0.8;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
Oc1ccc(C=O)cc1;2.7;4-hydroxybenzaldehyde;-0.23;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
OC(=O)C=Cc1ccccc1;2.7;cinnamic acid;-0.17;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4;2.7;scopolamine;3.92;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2;2.7;cyanophenphos;1.69;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CC1=NN=C(c2ccccc2)C(=O)N1N;2.7;metamitrone;3.42;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CC(C)c1ccc(NC(=O)N(C)C)cc1;2.7;isoproturon;3.84;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CCc1cccc(CC)c1N(COC)C(=O)CCl;2.7;alachlor;2.25;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
COc1cc(ccc1O)C(O)CN;2.7;normetanephrine;1.84;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl;2.7;tetraconazole;3.82;Agilent XCT;ESI;MeOH 0.1% formic acid;Measured in this study
CC[N+](CC)(CC)CC;5.9;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
CN(C)c1ccccc1;5.9;N,N-dimethylaniline;3.08;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;5.9;4-methoxy-N,N-dimethylaniline;3.62;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;5.9;quinoline;2.96;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
Nc1cccc(N)n1;5.9;2,6-diaminopyridine;3.66;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;5.9;4-aminobenzoic acid;1.62;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;5.9;1-naphthylamine;3.76;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
NC(CO)(CO)CO;5.9;trizma base;2.38;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
Nc1ccccc1O;5.9;2-aminophenol;3.29;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
COc1ccc(N)cc1;5.9;4-methoxyaniline;3.47;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;5.9;8-aminoquinaldine;3.89;Agilent 3Q;JetStream;MeOH 1 mM formic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;5.35;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
CN(C)c1ccccc1;5.35;N,N-dimethylaniline;3.49;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;5.35;4-methoxy-N,N-dimethylaniline;3.91;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;5.35;quinoline;3.44;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
Nc1cccc(N)n1;5.35;2,6-diaminopyridine;3.79;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;5.35;4-aminobenzoic acid;1.52;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;5.35;1-naphthylamine;3.8;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
NC(CO)(CO)CO;5.35;trizma base;2.42;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
Nc1ccccc1O;5.35;2-aminophenol;3.29;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
COc1ccc(N)cc1;5.35;4-methoxyaniline;3.45;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;5.35;8-aminoquinaldine;4.32;Agilent 3Q;JetStream;MeOH 1 mM oxalic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;10.1;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
CN(C)c1ccccc1;10.1;N,N-dimethylaniline;2.03;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;10.1;4-methoxy-N,N-dimethylaniline;2.7;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
c1ccc2ncccc2c1;10.1;quinoline;2.31;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
Nc1cccc(N)n1;10.1;2,6-diaminopyridine;3.54;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;10.1;4-aminobenzoic acid;1.67;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
Nc1cccc2ccccc12;10.1;1-naphthylamine;2.77;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
NC(CO)(CO)CO;10.1;trizma base;2.34;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
Nc1ccccc1O;10.1;2-aminophenol;2.57;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
COc1ccc(N)cc1;10.1;4-methoxyaniline;2.58;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;10.1;8-aminoquinaldine;3.44;Agilent 3Q;JetStream;MeOH 5 mM ammonium acetate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;9.36;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
CN(C)c1ccccc1;9.36;N,N-dimethylaniline;1.95;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;9.36;4-methoxy-N,N-dimethylaniline;2.74;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
c1ccc2ncccc2c1;9.36;quinoline;2.17;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
Nc1cccc(N)n1;9.36;2,6-diaminopyridine;3.74;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;9.36;4-aminobenzoic acid;1.92;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
Nc1cccc2ccccc12;9.36;1-naphthylamine;2.6;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
NC(CO)(CO)CO;9.36;trizma base;2.57;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
Nc1ccccc1O;9.36;2-aminophenol;2.29;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
COc1ccc(N)cc1;9.36;4-methoxyaniline;2.47;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;9.36;8-aminoquinaldine;3.3;Agilent 3Q;JetStream;MeOH 5 mM ammonium formate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;6.48;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
CN(C)c1ccccc1;6.48;N,N-dimethylaniline;2.9;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;6.48;4-methoxy-N,N-dimethylaniline;3.25;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;6.48;quinoline;2.7;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
Nc1cccc(N)n1;6.48;2,6-diaminopyridine;3.59;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;6.48;4-aminobenzoic acid;1.68;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;6.48;1-naphthylamine;3.28;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
NC(CO)(CO)CO;6.48;trizma base;2.63;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
Nc1ccccc1O;6.48;2-aminophenol;3.09;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
COc1ccc(N)cc1;6.48;4-methoxyaniline;3.3;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;6.48;8-aminoquinaldine;3.81;Agilent 3Q;JetStream;MeOH 5 mM acetic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;5.4;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
CN(C)c1ccccc1;5.4;N,N-dimethylaniline;3.25;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;5.4;4-methoxy-N,N-dimethylaniline;3.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;5.4;quinoline;3.16;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
Nc1cccc(N)n1;5.4;2,6-diaminopyridine;3.67;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;5.4;4-aminobenzoic acid;2.21;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;5.4;1-naphthylamine;3.83;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
NC(CO)(CO)CO;5.4;trizma base;2.48;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
Nc1ccccc1O;5.4;2-aminophenol;3.31;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
COc1ccc(N)cc1;5.4;4-methoxyaniline;3.52;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;5.4;8-aminoquinaldine;4.01;Agilent 3Q;JetStream;MeOH 5 mM formic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;6.1;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CN(C)c1ccccc1;6.1;N,N-dimethylaniline;3.08;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;6.1;4-methoxy-N,N-dimethylaniline;3.72;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
c1ccc2ncccc2c1;6.1;quinoline;3.33;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc(N)n1;6.1;2,6-diaminopyridine;3.96;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;6.1;4-aminobenzoic acid;2.14;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc2ccccc12;6.1;1-naphthylamine;3.64;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
NC(CO)(CO)CO;6.1;trizma base;1.87;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccccc1O;6.1;2-aminophenol;3;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(N)cc1;6.1;4-methoxyaniline;3.19;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;6.1;8-aminoquinaldine;4.34;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;6.3;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CN(C)c1ccccc1;6.3;N,N-dimethylaniline;3.22;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;6.3;4-methoxy-N,N-dimethylaniline;3.61;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
c1ccc2ncccc2c1;6.3;quinoline;3.22;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc(N)n1;6.3;2,6-diaminopyridine;3.8;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;6.3;4-aminobenzoic acid;1.99;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc2ccccc12;6.3;1-naphthylamine;3.55;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
NC(CO)(CO)CO;6.3;trizma base;2.26;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccccc1O;6.3;2-aminophenol;3.07;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(N)cc1;6.3;4-methoxyaniline;3.23;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;6.3;8-aminoquinaldine;4.2;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;7.6;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CN(C)c1ccccc1;7.6;N,N-dimethylaniline;2.33;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;7.6;4-methoxy-N,N-dimethylaniline;2.85;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
c1ccc2ncccc2c1;7.6;quinoline;2.4;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc(N)n1;7.6;2,6-diaminopyridine;3.8;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;7.6;4-aminobenzoic acid;1.74;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc2ccccc12;7.6;1-naphthylamine;3.01;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
NC(CO)(CO)CO;7.6;trizma base;2.21;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccccc1O;7.6;2-aminophenol;2.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(N)cc1;7.6;4-methoxyaniline;2.73;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;7.6;8-aminoquinaldine;3.47;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;8.4;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CN(C)c1ccccc1;8.4;N,N-dimethylaniline;2.08;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;8.4;4-methoxy-N,N-dimethylaniline;2.73;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
c1ccc2ncccc2c1;8.4;quinoline;2.27;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc(N)n1;8.4;2,6-diaminopyridine;4.07;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;8.4;4-aminobenzoic acid;1.86;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1cccc2ccccc12;8.4;1-naphthylamine;2.89;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
NC(CO)(CO)CO;8.4;trizma base;2.3;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Nc1ccccc1O;8.4;2-aminophenol;2.69;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
COc1ccc(N)cc1;8.4;4-methoxyaniline;2.68;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;8.4;8-aminoquinaldine;3.41;Agilent 3Q;JetStream;MeOH 5 mM formic acid and ammonium acetate;10.1002/slct.201702269
CC[N+](CC)(CC)CC;12.24;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
CN(C)c1ccccc1;12.24;N,N-dimethylaniline;2.07;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;12.24;4-methoxy-N,N-dimethylaniline;3.06;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
c1ccc2ncccc2c1;12.24;quinoline;2.65;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
Nc1cccc(N)n1;12.24;2,6-diaminopyridine;3.52;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;12.24;4-aminobenzoic acid;1.55;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
Nc1cccc2ccccc12;12.24;1-naphthylamine;2.83;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
NC(CO)(CO)CO;12.24;trizma base;2.43;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
Nc1ccccc1O;12.24;2-aminophenol;2.51;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
COc1ccc(N)cc1;12.24;4-methoxyaniline;2.78;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;12.24;8-aminoquinaldine;3.68;Agilent 3Q;JetStream;MeOH 5 mM ammonia;10.1002/slct.201702269
CC[N+](CC)(CC)CC;4.1;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
CN(C)c1ccccc1;4.1;N,N-dimethylaniline;3.71;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;4.1;4-methoxy-N,N-dimethylaniline;4.06;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;4.1;quinoline;3.75;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
Nc1cccc(N)n1;4.1;2,6-diaminopyridine;4.05;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;4.1;4-aminobenzoic acid;2.85;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;4.1;1-naphthylamine;4.12;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
NC(CO)(CO)CO;4.1;trizma base;2.8;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
Nc1ccccc1O;4.1;2-aminophenol;3.56;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
COc1ccc(N)cc1;4.1;4-methoxyaniline;3.73;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;4.1;8-aminoquinaldine;4.41;Agilent 3Q;JetStream;MeOH 5 mM oxalic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;3.63;tetraethylammonium;4.57;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
CN(C)c1ccccc1;3.63;N,N-dimethylaniline;3.98;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
COc1ccc(cc1)N(C)C;3.63;4-methoxy-N,N-dimethylaniline;4.26;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
c1ccc2ncccc2c1;3.63;quinoline;3.97;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
Nc1cccc(N)n1;3.63;2,6-diaminopyridine;4.32;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
Nc1ccc(cc1)C(O)=O;3.63;4-aminobenzoic acid;3.12;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
Nc1cccc2ccccc12;3.63;1-naphthylamine;4.51;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
NC(CO)(CO)CO;3.63;trizma base;3.09;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
Nc1ccccc1O;3.63;2-aminophenol;3.98;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
COc1ccc(N)cc1;3.63;4-methoxyaniline;4.04;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
Cc1ccc2cccc(N)c2n1;3.63;8-aminoquinaldine;4.78;Agilent 3Q;JetStream;MeOH 5 mM trifluoroacetic acid;10.1002/slct.201702269
CC[N+](CC)(CC)CC;2.7;tetraethylammonium;3.61;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1;2.7;1,1,1,3,3-Pentapyrrolizino-4-(2-chlorophenyl)-1,3-diphospha(V)-2,4-diaza-1,3-butadiene;4.29;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1;2.7;N-[4-(Trifluoromethyl)phenyl]-P,P,P-tripyrrolizinophosphazene;4.05;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CCC[N+](CCC)(CCC)CCC;2.7;tetrapropylammonium;3.64;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CCCN(CCC)CCC;2.7;tripropylamine;3.75;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
c1ccncc1;2.7;pyridine;2.4;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
C1CCNC1;2.7;pyrrolidine;2.57;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CCNCC;2.7;diethylamine;2.65;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
COc1cccc(c1)N(C)C;2.7;3-methoxy-N,N-dimethylaniline;3.47;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
Nc1ccccn1;2.7;2-aminopyridine;2.24;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(cc1)N(C)C;2.7;N,N,N',N'-Tetramethyl-P-phenylenediamine;2.82;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6;2.7;reserpine;4.14;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
N[C@@H](CCC(N)=O)C(O)=O;2.7;glutamine;1.57;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CC(N)C(=O)O;2.7;alpha-alanine;1.45;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O;2.7;DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanine;3.84;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
c1cnc2c(c1)ccc3cccnc23;2.7;1,10-phenanthroline;2.91;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(triphenylphosphoranylidene)amino]azobenzene-4-amine;3.33;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(pyrrolizinodiphenylphosphoranylidene)amino]azobenzene-4-amine;3.11;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1;2.7;4-[(Phenyldipyrrolizinophosphoranylidene)amino]-4'-nitroazobenzene;4.01;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
COc1cccc(O)c1O;2.7;3-methoxycatechol;0.4;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
COc1ccncc1;2.7;4-methoxypyridine;3.1;Agilent XCT;ESI;MeOH/0.1% formic acid 20/80;Measured in this study
